mse,r2,oob,tunnuste_arv,tunnused
-0.193,0.9528655625795316,0.662,13,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'VSA_EState1', 'SPS', 'VSA_EState9', 'MolWt', 'SMR_VSA10', 'PEOE_VSA7', 'BCUT2D_MRLOW']"
-0.195,0.951354796791418,0.65,11,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'VSA_EState1', 'SPS', 'MolWt', 'VSA_EState9', 'SMR_VSA10']"
-0.204,0.9477645959754439,0.625,9,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'VSA_EState1', 'SPS', 'MolWt']"
-0.21,0.947900550858277,0.627,8,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'VSA_EState1', 'SPS']"
-0.22,0.9468873437779314,0.62,7,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'VSA_EState1', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3']"
-0.216,0.945893652503204,0.611,6,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'VSA_EState1', 'VSA_EState4', 'SlogP_VSA8']"
-0.229,0.9415267223721164,0.581,5,"['HallKierAlpha', 'VSA_EState2', 'VSA_EState1', 'AvgIpc', 'VSA_EState4']"
-0.239,0.9367295197844169,0.545,4,"['HallKierAlpha', 'VSA_EState2', 'VSA_EState1', 'AvgIpc']"
-0.265,0.9308781465994986,0.502,3,"['HallKierAlpha', 'VSA_EState2', 'VSA_EState1']"
-0.252,0.9287645025438355,0.513,2,"['HallKierAlpha', 'VSA_EState2']"
