mse_treening,mse_test,oob,r2_treening,r2_test,tunnused
0.025647325593112256,0.13899866820707057,0.644368933518954,0.9489166827518065,0.743397959018084,"['AvgIpc', 'TPSA', 'SMR_VSA3', 'SlogP_VSA8', 'SPS', 'VSA_EState1']"
