mse_treening,mse_test,oob,r2_treening,r2_test,tunnused
0.023583681726722268,0.1638218721927625,0.6537050562726181,0.9530269660611275,0.6975724494027697,"['TPSA', 'SlogP_VSA8', 'BertzCT', 'BCUT2D_LOGPHI', 'AvgIpc']"
