mse,r2,oob,tunnuste_arv,tunnused
-0.186,0.9531471593126654,0.652,217,"['MaxAbsEStateIndex', 'MaxEStateIndex', 'MinAbsEStateIndex', 'MinEStateIndex', 'qed', 'SPS', 'MolWt', 'HeavyAtomMolWt', 'ExactMolWt', 'NumValenceElectrons', 'NumRadicalElectrons', 'MaxPartialCharge', 'MinPartialCharge', 'MaxAbsPartialCharge', 'MinAbsPartialCharge', 'FpDensityMorgan1', 'FpDensityMorgan2', 'FpDensityMorgan3', 'BCUT2D_MWHI', 'BCUT2D_MWLOW', 'BCUT2D_CHGHI', 'BCUT2D_CHGLO', 'BCUT2D_LOGPHI', 'BCUT2D_LOGPLOW', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'AvgIpc', 'BalabanJ', 'BertzCT', 'Chi0', 'Chi0n', 'Chi0v', 'Chi1', 'Chi1n', 'Chi1v', 'Chi2n', 'Chi2v', 'Chi3n', 'Chi3v', 'Chi4n', 'Chi4v', 'HallKierAlpha', 'Ipc', 'Kappa1', 'Kappa2', 'Kappa3', 'LabuteASA', 'PEOE_VSA1', 'PEOE_VSA10', 'PEOE_VSA11', 'PEOE_VSA12', 'PEOE_VSA13', 'PEOE_VSA14', 'PEOE_VSA2', 'PEOE_VSA3', 'PEOE_VSA4', 'PEOE_VSA5', 'PEOE_VSA6', 'PEOE_VSA7', 'PEOE_VSA8', 'PEOE_VSA9', 'SMR_VSA1', 'SMR_VSA10', 'SMR_VSA2', 'SMR_VSA3', 'SMR_VSA4', 'SMR_VSA5', 'SMR_VSA6', 'SMR_VSA7', 'SMR_VSA8', 'SMR_VSA9', 'SlogP_VSA1', 'SlogP_VSA10', 'SlogP_VSA11', 'SlogP_VSA12', 'SlogP_VSA2', 'SlogP_VSA3', 'SlogP_VSA4', 'SlogP_VSA5', 'SlogP_VSA6', 'SlogP_VSA7', 'SlogP_VSA8', 'SlogP_VSA9', 'TPSA', 'EState_VSA1', 'EState_VSA10', 'EState_VSA11', 'EState_VSA2', 'EState_VSA3', 'EState_VSA4', 'EState_VSA5', 'EState_VSA6', 'EState_VSA7', 'EState_VSA8', 'EState_VSA9', 'VSA_EState1', 'VSA_EState10', 'VSA_EState2', 'VSA_EState3', 'VSA_EState4', 'VSA_EState5', 'VSA_EState6', 'VSA_EState7', 'VSA_EState8', 'VSA_EState9', 'FractionCSP3', 'HeavyAtomCount', 'NHOHCount', 'NOCount', 'NumAliphaticCarbocycles', 'NumAliphaticHeterocycles', 'NumAliphaticRings', 'NumAmideBonds', 'NumAromaticCarbocycles', 'NumAromaticHeterocycles', 'NumAromaticRings', 'NumAtomStereoCenters', 'NumBridgeheadAtoms', 'NumHAcceptors', 'NumHDonors', 'NumHeteroatoms', 'NumHeterocycles', 'NumRotatableBonds', 'NumSaturatedCarbocycles', 'NumSaturatedHeterocycles', 'NumSaturatedRings', 'NumSpiroAtoms', 'NumUnspecifiedAtomStereoCenters', 'Phi', 'RingCount', 'MolLogP', 'MolMR', 'fr_Al_COO', 'fr_Al_OH', 'fr_Al_OH_noTert', 'fr_ArN', 'fr_Ar_COO', 'fr_Ar_N', 'fr_Ar_NH', 'fr_Ar_OH', 'fr_COO', 'fr_COO2', 'fr_C_O', 'fr_C_O_noCOO', 'fr_C_S', 'fr_HOCCN', 'fr_Imine', 'fr_NH0', 'fr_NH1', 'fr_NH2', 'fr_N_O', 'fr_Ndealkylation1', 'fr_Ndealkylation2', 'fr_Nhpyrrole', 'fr_SH', 'fr_aldehyde', 'fr_alkyl_carbamate', 'fr_alkyl_halide', 'fr_allylic_oxid', 'fr_amide', 'fr_amidine', 'fr_aniline', 'fr_aryl_methyl', 'fr_azide', 'fr_azo', 'fr_barbitur', 'fr_benzene', 'fr_benzodiazepine', 'fr_bicyclic', 'fr_diazo', 'fr_dihydropyridine', 'fr_epoxide', 'fr_ester', 'fr_ether', 'fr_furan', 'fr_guanido', 'fr_halogen', 'fr_hdrzine', 'fr_hdrzone', 'fr_imidazole', 'fr_imide', 'fr_isocyan', 'fr_isothiocyan', 'fr_ketone', 'fr_ketone_Topliss', 'fr_lactam', 'fr_lactone', 'fr_methoxy', 'fr_morpholine', 'fr_nitrile', 'fr_nitro', 'fr_nitro_arom', 'fr_nitro_arom_nonortho', 'fr_nitroso', 'fr_oxazole', 'fr_oxime', 'fr_para_hydroxylation', 'fr_phenol', 'fr_phenol_noOrthoHbond', 'fr_phos_acid', 'fr_phos_ester', 'fr_piperdine', 'fr_piperzine', 'fr_priamide', 'fr_prisulfonamd', 'fr_pyridine', 'fr_quatN', 'fr_sulfide', 'fr_sulfonamd', 'fr_sulfone', 'fr_term_acetylene', 'fr_tetrazole', 'fr_thiazole', 'fr_thiocyan', 'fr_thiophene', 'fr_unbrch_alkane', 'fr_urea']"
-0.187,0.9528035123751366,0.649,195,"['VSA_EState2', 'SlogP_VSA8', 'TPSA', 'HallKierAlpha', 'VSA_EState4', 'SMR_VSA3', 'BertzCT', 'SMR_VSA9', 'SlogP_VSA11', 'fr_NH2', 'SlogP_VSA1', 'SMR_VSA10', 'NumAromaticRings', 'BCUT2D_MRHI', 'PEOE_VSA2', 'BCUT2D_CHGLO', 'fr_benzene', 'PEOE_VSA8', 'NumAromaticCarbocycles', 'SMR_VSA6', 'MaxEStateIndex', 'SlogP_VSA2', 'AvgIpc', 'MaxAbsEStateIndex', 'BCUT2D_MRLOW', 'Chi1', 'Kappa3', 'SlogP_VSA6', 'HeavyAtomMolWt', 'BCUT2D_MWLOW', 'VSA_EState9', 'BalabanJ', 'BCUT2D_LOGPHI', 'Chi0n', 'PEOE_VSA13', 'Ipc', 'SMR_VSA7', 'SPS', 'VSA_EState1', 'NumHeteroatoms', 'MolLogP', 'PEOE_VSA3', 'NOCount', 'ExactMolWt', 'EState_VSA3', 'VSA_EState3', 'FractionCSP3', 'BCUT2D_LOGPLOW', 'qed', 'PEOE_VSA7', 'Chi4n', 'VSA_EState6', 'fr_nitrile', 'Chi0v', 'NumAmideBonds', 'EState_VSA4', 'EState_VSA7', 'fr_pyridine', 'fr_amide', 'FpDensityMorgan3', 'MinAbsEStateIndex', 'VSA_EState5', 'SMR_VSA1', 'FpDensityMorgan2', 'MaxAbsPartialCharge', 'BCUT2D_CHGHI', 'Chi1v', 'Kappa2', 'Chi3n', 'LabuteASA', 'Chi2n', 'BCUT2D_MWHI', 'MinAbsPartialCharge', 'Chi1n', 'NumValenceElectrons', 'Chi3v', 'VSA_EState7', 'NumHAcceptors', 'MinPartialCharge', 'Chi0', 'Chi4v', 'PEOE_VSA12', 'MolWt', 'SMR_VSA5', 'PEOE_VSA1', 'VSA_EState8', 'FpDensityMorgan1', 'SMR_VSA2', 'fr_bicyclic', 'Chi2v', 'fr_methoxy', 'Kappa1', 'EState_VSA2', 'SlogP_VSA5', 'Phi', 'MaxPartialCharge', 'SlogP_VSA3', 'MolMR', 'MinEStateIndex', 'PEOE_VSA6', 'PEOE_VSA9', 'fr_NH0', 'fr_Ar_N', 'HeavyAtomCount', 'EState_VSA5', 'SlogP_VSA10', 'EState_VSA1', 'PEOE_VSA10', 'NumRotatableBonds', 'SMR_VSA4', 'EState_VSA8', 'fr_ether', 'NumHeterocycles', 'EState_VSA6', 'PEOE_VSA11', 'NumAromaticHeterocycles', 'fr_NH1', 'NumAtomStereoCenters', 'EState_VSA9', 'EState_VSA10', 'NHOHCount', 'fr_imide', 'fr_C_O_noCOO', 'fr_aniline', 'RingCount', 'SlogP_VSA4', 'fr_allylic_oxid', 'fr_hdrzone', 'NumHDonors', 'fr_aryl_methyl', 'fr_halogen', 'fr_Ndealkylation1', 'NumAliphaticRings', 'PEOE_VSA5', 'fr_piperdine', 'PEOE_VSA14', 'fr_Ar_OH', 'fr_C_O', 'NumSaturatedRings', 'fr_ketone_Topliss', 'fr_phenol', 'NumAliphaticHeterocycles', 'fr_sulfonamd', 'VSA_EState10', 'fr_Al_OH_noTert', 'PEOE_VSA4', 'fr_phenol_noOrthoHbond', 'fr_morpholine', 'NumUnspecifiedAtomStereoCenters', 'fr_HOCCN', 'fr_Ndealkylation2', 'fr_Al_OH', 'SlogP_VSA12', 'NumSaturatedHeterocycles', 'EState_VSA11', 'fr_Nhpyrrole', 'fr_urea', 'fr_para_hydroxylation', 'fr_nitro', 'fr_thiazole', 'fr_ester', 'fr_Ar_NH', 'fr_ketone', 'SlogP_VSA7', 'fr_imidazole', 'NumAliphaticCarbocycles', 'fr_alkyl_halide', 'fr_furan', 'fr_thiophene', 'fr_unbrch_alkane', 'fr_nitro_arom_nonortho', 'NumSaturatedCarbocycles', 'fr_Al_COO', 'fr_nitro_arom', 'fr_piperzine', 'fr_lactone', 'fr_nitroso', 'fr_barbitur', 'fr_COO', 'fr_COO2', 'fr_ArN', 'fr_dihydropyridine', 'fr_guanido', 'NumSpiroAtoms', 'fr_term_acetylene', 'NumBridgeheadAtoms', 'fr_sulfide', 'fr_N_O', 'NumRadicalElectrons', 'SlogP_VSA9', 'SMR_VSA8', 'fr_Ar_COO', 'fr_C_S', 'fr_Imine', 'fr_SH']"
-0.185,0.952662064543263,0.648,175,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SlogP_VSA1', 'BertzCT', 'PEOE_VSA8', 'SMR_VSA9', 'SMR_VSA3', 'VSA_EState4', 'fr_NH2', 'SMR_VSA6', 'BCUT2D_MRHI', 'SMR_VSA10', 'NumAromaticRings', 'BCUT2D_MRLOW', 'AvgIpc', 'MaxAbsEStateIndex', 'VSA_EState9', 'BCUT2D_CHGLO', 'BalabanJ', 'SlogP_VSA2', 'MaxEStateIndex', 'qed', 'PEOE_VSA2', 'SlogP_VSA11', 'VSA_EState1', 'BCUT2D_LOGPHI', 'SPS', 'Ipc', 'fr_benzene', 'BCUT2D_MWLOW', 'NumAromaticCarbocycles', 'SMR_VSA7', 'BCUT2D_LOGPLOW', 'MolWt', 'PEOE_VSA3', 'SlogP_VSA6', 'Kappa3', 'HeavyAtomMolWt', 'Chi1', 'NOCount', 'FractionCSP3', 'PEOE_VSA13', 'VSA_EState7', 'VSA_EState5', 'Chi0', 'MolMR', 'ExactMolWt', 'MinAbsPartialCharge', 'PEOE_VSA7', 'MolLogP', 'MinEStateIndex', 'VSA_EState3', 'BCUT2D_CHGHI', 'Chi4n', 'EState_VSA3', 'MinAbsEStateIndex', 'FpDensityMorgan2', 'NumHeteroatoms', 'BCUT2D_MWHI', 'PEOE_VSA1', 'Chi0n', 'Chi1v', 'FpDensityMorgan3', 'fr_NH0', 'EState_VSA4', 'fr_pyridine', 'Chi3n', 'LabuteASA', 'MaxPartialCharge', 'HeavyAtomCount', 'PEOE_VSA12', 'VSA_EState6', 'Chi1n', 'Kappa2', 'Chi2v', 'MinPartialCharge', 'NumHAcceptors', 'Chi2n', 'NumAmideBonds', 'Phi', 'fr_methoxy', 'fr_bicyclic', 'PEOE_VSA6', 'MaxAbsPartialCharge', 'Chi3v', 'PEOE_VSA9', 'Kappa1', 'FpDensityMorgan1', 'fr_amide', 'Chi4v', 'SMR_VSA2', 'EState_VSA2', 'EState_VSA7', 'Chi0v', 'VSA_EState8', 'SlogP_VSA10', 'NumValenceElectrons', 'fr_nitrile', 'PEOE_VSA10', 'SMR_VSA5', 'SlogP_VSA5', 'EState_VSA5', 'NumAromaticHeterocycles', 'SMR_VSA1', 'EState_VSA8', 'SMR_VSA4', 'SlogP_VSA3', 'fr_Ar_N', 'fr_NH1', 'NHOHCount', 'EState_VSA6', 'NumAtomStereoCenters', 'EState_VSA9', 'EState_VSA10', 'NumRotatableBonds', 'PEOE_VSA11', 'fr_ether', 'SlogP_VSA4', 'EState_VSA1', 'fr_imide', 'fr_halogen', 'fr_hdrzone', 'NumAliphaticRings', 'fr_allylic_oxid', 'fr_aniline', 'NumHeterocycles', 'fr_C_O_noCOO', 'RingCount', 'fr_aryl_methyl', 'fr_C_O', 'NumHDonors', 'PEOE_VSA4', 'fr_piperdine', 'VSA_EState10', 'NumAliphaticHeterocycles', 'fr_Ar_OH', 'fr_Ndealkylation1', 'fr_sulfonamd', 'PEOE_VSA5', 'fr_phenol_noOrthoHbond', 'PEOE_VSA14', 'fr_Al_OH_noTert', 'NumSaturatedRings', 'fr_Al_OH', 'fr_para_hydroxylation', 'fr_urea', 'fr_ketone_Topliss', 'NumAliphaticCarbocycles', 'fr_HOCCN', 'SlogP_VSA12', 'fr_phenol', 'NumUnspecifiedAtomStereoCenters', 'fr_morpholine', 'NumSaturatedHeterocycles', 'fr_Ndealkylation2', 'fr_ArN', 'fr_ketone', 'fr_imidazole', 'fr_Ar_NH', 'fr_Nhpyrrole', 'SlogP_VSA7', 'fr_ester', 'fr_nitro_arom', 'fr_furan', 'fr_nitro', 'fr_nitro_arom_nonortho', 'fr_thiazole', 'NumSaturatedCarbocycles', 'fr_thiophene', 'fr_alkyl_halide', 'fr_unbrch_alkane', 'EState_VSA11', 'fr_lactone']"
-0.188,0.9518619771495557,0.642,157,"['HallKierAlpha', 'VSA_EState2', 'SMR_VSA3', 'SlogP_VSA8', 'TPSA', 'VSA_EState4', 'SlogP_VSA1', 'PEOE_VSA8', 'BertzCT', 'fr_NH2', 'SMR_VSA9', 'SlogP_VSA11', 'SMR_VSA10', 'MaxEStateIndex', 'PEOE_VSA2', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'BCUT2D_CHGLO', 'NumAromaticRings', 'VSA_EState1', 'AvgIpc', 'VSA_EState9', 'fr_benzene', 'SlogP_VSA2', 'SMR_VSA6', 'NumAromaticCarbocycles', 'MaxAbsEStateIndex', 'SlogP_VSA6', 'SPS', 'BCUT2D_LOGPHI', 'BalabanJ', 'NOCount', 'SMR_VSA7', 'Ipc', 'Chi1', 'fr_pyridine', 'BCUT2D_MWLOW', 'MolWt', 'EState_VSA3', 'PEOE_VSA7', 'Kappa3', 'ExactMolWt', 'HeavyAtomMolWt', 'PEOE_VSA13', 'fr_amide', 'qed', 'fr_methoxy', 'EState_VSA4', 'MolMR', 'PEOE_VSA3', 'FpDensityMorgan3', 'MinAbsEStateIndex', 'VSA_EState3', 'VSA_EState5', 'MinEStateIndex', 'VSA_EState6', 'Chi4n', 'MolLogP', 'Phi', 'Chi3n', 'FractionCSP3', 'fr_NH0', 'EState_VSA7', 'VSA_EState7', 'NumHAcceptors', 'FpDensityMorgan2', 'Chi0n', 'MinAbsPartialCharge', 'MaxPartialCharge', 'Chi1n', 'MinPartialCharge', 'BCUT2D_LOGPLOW', 'Chi1v', 'fr_nitrile', 'BCUT2D_CHGHI', 'NumHeteroatoms', 'LabuteASA', 'PEOE_VSA1', 'Chi4v', 'Kappa2', 'Chi2n', 'Chi0', 'BCUT2D_MWHI', 'Kappa1', 'MaxAbsPartialCharge', 'PEOE_VSA9', 'Chi0v', 'SlogP_VSA5', 'Chi3v', 'NumValenceElectrons', 'NumAromaticHeterocycles', 'VSA_EState8', 'FpDensityMorgan1', 'NumAmideBonds', 'HeavyAtomCount', 'Chi2v', 'fr_bicyclic', 'fr_allylic_oxid', 'EState_VSA5', 'EState_VSA2', 'SMR_VSA1', 'SMR_VSA2', 'PEOE_VSA10', 'SlogP_VSA10', 'PEOE_VSA12', 'NumRotatableBonds', 'EState_VSA9', 'EState_VSA8', 'SlogP_VSA3', 'SMR_VSA4', 'SMR_VSA5', 'NumAtomStereoCenters', 'PEOE_VSA6', 'EState_VSA6', 'fr_Ar_N', 'EState_VSA10', 'EState_VSA1', 'SlogP_VSA4', 'fr_hdrzone', 'fr_Ndealkylation1', 'fr_NH1', 'fr_ether', 'PEOE_VSA11', 'NumHeterocycles', 'fr_C_O_noCOO', 'RingCount', 'fr_imide', 'fr_aryl_methyl', 'NHOHCount', 'PEOE_VSA5', 'NumHDonors', 'fr_aniline', 'fr_C_O', 'fr_Ar_OH', 'fr_Al_OH_noTert', 'fr_halogen', 'fr_sulfonamd', 'NumAliphaticRings', 'PEOE_VSA4', 'VSA_EState10', 'fr_Al_OH', 'fr_ketone_Topliss', 'NumAliphaticHeterocycles', 'NumUnspecifiedAtomStereoCenters', 'NumSaturatedRings', 'fr_phenol', 'fr_para_hydroxylation', 'fr_HOCCN', 'SlogP_VSA12', 'PEOE_VSA14', 'fr_Ndealkylation2', 'fr_urea', 'fr_morpholine', 'fr_ester', 'NumSaturatedHeterocycles', 'fr_piperdine', 'fr_ketone']"
-0.188,0.9525291144922312,0.646,141,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'VSA_EState4', 'TPSA', 'SMR_VSA3', 'BertzCT', 'SlogP_VSA1', 'SlogP_VSA11', 'NumAromaticRings', 'PEOE_VSA8', 'SMR_VSA10', 'fr_benzene', 'SMR_VSA9', 'PEOE_VSA2', 'SlogP_VSA2', 'AvgIpc', 'BCUT2D_MRHI', 'fr_NH2', 'BCUT2D_MRLOW', 'MaxEStateIndex', 'NumAromaticCarbocycles', 'MaxAbsEStateIndex', 'BCUT2D_CHGLO', 'BCUT2D_LOGPHI', 'PEOE_VSA3', 'BalabanJ', 'SlogP_VSA6', 'Ipc', 'BCUT2D_MWLOW', 'VSA_EState5', 'Chi1v', 'VSA_EState9', 'SMR_VSA6', 'MolLogP', 'SPS', 'HeavyAtomMolWt', 'ExactMolWt', 'VSA_EState1', 'qed', 'fr_amide', 'Kappa3', 'fr_pyridine', 'PEOE_VSA7', 'SMR_VSA7', 'FpDensityMorgan3', 'BCUT2D_LOGPLOW', 'PEOE_VSA13', 'Chi1', 'FractionCSP3', 'MinEStateIndex', 'VSA_EState3', 'BCUT2D_CHGHI', 'EState_VSA4', 'Chi3n', 'FpDensityMorgan2', 'fr_nitrile', 'Chi4n', 'MinAbsEStateIndex', 'NumHAcceptors', 'BCUT2D_MWHI', 'SMR_VSA2', 'EState_VSA3', 'fr_methoxy', 'Chi2v', 'Chi0n', 'MolWt', 'Chi0', 'fr_NH0', 'EState_VSA7', 'Kappa1', 'MolMR', 'PEOE_VSA9', 'NumHeteroatoms', 'Chi0v', 'VSA_EState7', 'Chi4v', 'NOCount', 'MinPartialCharge', 'Phi', 'SMR_VSA1', 'MinAbsPartialCharge', 'MaxPartialCharge', 'LabuteASA', 'VSA_EState8', 'NumValenceElectrons', 'Chi2n', 'Kappa2', 'NumAmideBonds', 'Chi1n', 'HeavyAtomCount', 'SlogP_VSA5', 'VSA_EState6', 'FpDensityMorgan1', 'PEOE_VSA10', 'PEOE_VSA1', 'EState_VSA5', 'SMR_VSA5', 'MaxAbsPartialCharge', 'NumRotatableBonds', 'EState_VSA2', 'Chi3v', 'fr_Ar_N', 'EState_VSA6', 'SlogP_VSA4', 'EState_VSA8', 'fr_bicyclic', 'EState_VSA1', 'SMR_VSA4', 'NumAromaticHeterocycles', 'PEOE_VSA6', 'EState_VSA9', 'fr_NH1', 'PEOE_VSA12', 'SlogP_VSA3', 'NHOHCount', 'SlogP_VSA10', 'EState_VSA10', 'fr_imide', 'NumHeterocycles', 'fr_allylic_oxid', 'fr_C_O_noCOO', 'fr_ether', 'fr_C_O', 'fr_halogen', 'NumAtomStereoCenters', 'NumHDonors', 'fr_aryl_methyl', 'PEOE_VSA11', 'fr_hdrzone', 'NumAliphaticRings', 'fr_Ndealkylation1', 'PEOE_VSA14', 'PEOE_VSA4', 'NumUnspecifiedAtomStereoCenters', 'RingCount', 'fr_aniline', 'NumSaturatedRings', 'fr_HOCCN', 'fr_Al_OH_noTert', 'VSA_EState10']"
-0.187,0.9528956899998177,0.649,126,"['HallKierAlpha', 'SMR_VSA3', 'TPSA', 'VSA_EState2', 'VSA_EState4', 'SlogP_VSA8', 'SlogP_VSA1', 'PEOE_VSA8', 'NumAromaticRings', 'SMR_VSA9', 'MaxAbsEStateIndex', 'BCUT2D_MRHI', 'AvgIpc', 'fr_NH2', 'BertzCT', 'SlogP_VSA2', 'SMR_VSA10', 'NumAromaticCarbocycles', 'PEOE_VSA2', 'BCUT2D_CHGLO', 'SlogP_VSA11', 'MaxEStateIndex', 'fr_benzene', 'VSA_EState9', 'BCUT2D_MRLOW', 'Ipc', 'BCUT2D_LOGPHI', 'VSA_EState5', 'BCUT2D_MWLOW', 'SlogP_VSA6', 'VSA_EState1', 'Kappa3', 'SPS', 'ExactMolWt', 'PEOE_VSA7', 'fr_pyridine', 'NOCount', 'SMR_VSA6', 'BalabanJ', 'Chi4n', 'FractionCSP3', 'qed', 'SMR_VSA7', 'NumAmideBonds', 'SMR_VSA1', 'fr_amide', 'MinAbsPartialCharge', 'PEOE_VSA3', 'NumHAcceptors', 'MolLogP', 'Chi1v', 'HeavyAtomMolWt', 'MolWt', 'Chi1n', 'EState_VSA3', 'Chi0n', 'Chi4v', 'MinAbsEStateIndex', 'VSA_EState3', 'Chi0', 'FpDensityMorgan3', 'Kappa2', 'BCUT2D_CHGHI', 'Chi1', 'Chi2v', 'VSA_EState6', 'VSA_EState7', 'MinEStateIndex', 'BCUT2D_MWHI', 'fr_bicyclic', 'BCUT2D_LOGPLOW', 'NumHeteroatoms', 'EState_VSA4', 'PEOE_VSA9', 'MaxPartialCharge', 'Chi3v', 'Chi3n', 'PEOE_VSA13', 'SMR_VSA5', 'MaxAbsPartialCharge', 'fr_NH0', 'MinPartialCharge', 'VSA_EState8', 'Chi2n', 'fr_nitrile', 'SMR_VSA4', 'Chi0v', 'MolMR', 'PEOE_VSA6', 'FpDensityMorgan2', 'LabuteASA', 'HeavyAtomCount', 'Phi', 'EState_VSA8', 'FpDensityMorgan1', 'EState_VSA7', 'SlogP_VSA10', 'EState_VSA2', 'fr_Ar_N', 'Kappa1', 'SlogP_VSA5', 'PEOE_VSA1', 'SlogP_VSA3', 'NumRotatableBonds', 'fr_methoxy', 'PEOE_VSA10', 'PEOE_VSA12', 'NumValenceElectrons', 'EState_VSA5', 'NumAromaticHeterocycles', 'SMR_VSA2', 'NumAtomStereoCenters', 'EState_VSA6', 'EState_VSA9', 'PEOE_VSA11', 'fr_ether', 'EState_VSA10', 'fr_allylic_oxid', 'SlogP_VSA4', 'fr_imide', 'EState_VSA1', 'NumHeterocycles', 'RingCount', 'NHOHCount', 'fr_Ndealkylation1', 'NumAliphaticRings']"
-0.186,0.9522741318926422,0.644,113,"['VSA_EState2', 'HallKierAlpha', 'SlogP_VSA8', 'SMR_VSA3', 'TPSA', 'PEOE_VSA8', 'VSA_EState4', 'SlogP_VSA1', 'SMR_VSA10', 'fr_NH2', 'BCUT2D_MRHI', 'BertzCT', 'AvgIpc', 'NumAromaticRings', 'BCUT2D_MRLOW', 'SMR_VSA9', 'SlogP_VSA2', 'MaxEStateIndex', 'BCUT2D_CHGLO', 'PEOE_VSA2', 'NumAromaticCarbocycles', 'HeavyAtomMolWt', 'SlogP_VSA11', 'VSA_EState9', 'fr_benzene', 'Kappa3', 'BCUT2D_MWLOW', 'VSA_EState1', 'NOCount', 'fr_pyridine', 'BalabanJ', 'SPS', 'MaxAbsEStateIndex', 'SlogP_VSA6', 'Ipc', 'PEOE_VSA3', 'VSA_EState5', 'BCUT2D_LOGPHI', 'SMR_VSA6', 'VSA_EState3', 'MolLogP', 'MinAbsEStateIndex', 'SMR_VSA7', 'NumAmideBonds', 'qed', 'Chi1', 'ExactMolWt', 'PEOE_VSA7', 'fr_methoxy', 'Chi1v', 'PEOE_VSA13', 'fr_amide', 'FpDensityMorgan3', 'Chi3n', 'FractionCSP3', 'BCUT2D_MWHI', 'NumHeteroatoms', 'EState_VSA4', 'FpDensityMorgan1', 'EState_VSA3', 'BCUT2D_CHGHI', 'VSA_EState7', 'FpDensityMorgan2', 'MolWt', 'Chi4n', 'Chi2v', 'Chi0n', 'Chi3v', 'Chi1n', 'MinEStateIndex', 'fr_nitrile', 'BCUT2D_LOGPLOW', 'Chi0', 'LabuteASA', 'NumHAcceptors', 'SMR_VSA5', 'VSA_EState6', 'MaxPartialCharge', 'Chi4v', 'MolMR', 'SMR_VSA1', 'PEOE_VSA1', 'EState_VSA7', 'SMR_VSA2', 'Chi2n', 'PEOE_VSA10', 'MinAbsPartialCharge', 'fr_bicyclic', 'PEOE_VSA9', 'fr_NH0', 'PEOE_VSA6', 'MaxAbsPartialCharge', 'Phi', 'Kappa2', 'EState_VSA2', 'EState_VSA5', 'VSA_EState8', 'Chi0v', 'SlogP_VSA10', 'NumValenceElectrons', 'fr_Ar_N', 'MinPartialCharge', 'SlogP_VSA3', 'PEOE_VSA12', 'EState_VSA1', 'HeavyAtomCount', 'NumRotatableBonds', 'SlogP_VSA5', 'EState_VSA8', 'EState_VSA6', 'Kappa1', 'EState_VSA9', 'fr_allylic_oxid']"
-0.186,0.9529615138254169,0.649,101,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'TPSA', 'SMR_VSA3', 'VSA_EState4', 'SlogP_VSA11', 'PEOE_VSA8', 'BertzCT', 'SMR_VSA9', 'PEOE_VSA2', 'AvgIpc', 'BCUT2D_MRHI', 'NumAromaticRings', 'fr_NH2', 'MaxEStateIndex', 'SMR_VSA6', 'BCUT2D_MRLOW', 'MaxAbsEStateIndex', 'SlogP_VSA1', 'SPS', 'SMR_VSA10', 'BalabanJ', 'BCUT2D_LOGPHI', 'VSA_EState1', 'fr_benzene', 'VSA_EState9', 'SlogP_VSA2', 'NumAromaticCarbocycles', 'fr_pyridine', 'PEOE_VSA13', 'SlogP_VSA6', 'BCUT2D_CHGLO', 'qed', 'VSA_EState5', 'MolLogP', 'PEOE_VSA7', 'Chi1', 'BCUT2D_MWLOW', 'HeavyAtomMolWt', 'PEOE_VSA3', 'SMR_VSA7', 'fr_methoxy', 'Ipc', 'fr_nitrile', 'VSA_EState3', 'PEOE_VSA12', 'FpDensityMorgan3', 'Chi1n', 'Kappa3', 'Chi0n', 'EState_VSA3', 'MinEStateIndex', 'EState_VSA4', 'fr_amide', 'NumHAcceptors', 'MinAbsEStateIndex', 'MinAbsPartialCharge', 'BCUT2D_LOGPLOW', 'BCUT2D_CHGHI', 'EState_VSA7', 'FpDensityMorgan2', 'MolWt', 'VSA_EState7', 'Chi1v', 'Chi3v', 'MaxPartialCharge', 'NumAmideBonds', 'ExactMolWt', 'FractionCSP3', 'PEOE_VSA9', 'NumHeteroatoms', 'Kappa1', 'BCUT2D_MWHI', 'Chi4v', 'Chi4n', 'NOCount', 'Chi0', 'PEOE_VSA6', 'PEOE_VSA1', 'LabuteASA', 'Chi2n', 'SMR_VSA1', 'fr_NH0', 'Phi', 'VSA_EState6', 'FpDensityMorgan1', 'MaxAbsPartialCharge', 'MinPartialCharge', 'Chi3n', 'Kappa2', 'fr_bicyclic', 'MolMR', 'Chi2v', 'HeavyAtomCount', 'PEOE_VSA10', 'EState_VSA5', 'NumValenceElectrons', 'EState_VSA6', 'SMR_VSA5', 'EState_VSA2']"
