Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey,Incubation Time Hours,Property Measured,Assay
CHEMBL3335763,,O=c1ccc(-c2cccc(C(F)(F)F)c2)nn1C[C@@H]1CN(c2ncc(-c3cnn(C4CCNCC4)c3)cn2)CCO1,IC50,5.6,CHEMBL3389848,Cytotoxicity against human U87MG cells after 72 hrs by WST8 assay,U-87MG ATCC,BTGRTFFNHLVSJR-DEOSSOPVSA-N,72.0,Cytotoxicity,WST8
CHEMBL3359304,,C=C(CCCC(C)(C)O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CCl)C(C)(C)[C@@H]3CC[C@]12C,IC50,4.85,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,GHKZTZQXOVCKSZ-LWXWOMNKSA-N,48.0,Antiproliferative activity,MTT
CHEMBL3359315,,CC(C)(CCC[C@@](C)(OC(=O)CCl)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C)OC(=O)CCl,IC50,4.72,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,QHPAQYVVVUEVBN-BVLXKVINSA-N,48.0,Antiproliferative activity,MTT
CHEMBL404024,,CC(C#N)c1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,IC50,6.86,CHEMBL947151,Inhibition of phosphorylation of T308-PKB in human U87MG cells by ELISA,U-87MG ATCC,JPILNANJKLSYFG-UHFFFAOYSA-N,,Unspecified,ELISA
CHEMBL53424,,Nc1nc(=O)n([C@H]2S[C@@H](CO)[C@H](O)[C@@H]2O)cc1F,IC50,4.08,CHEMBL691299,In vitro cytotoxicity against HTB14 human glioma cell line,U-87MG ATCC,QDVOFRWTPUEFTR-TYQACLPBSA-N,,Cytotoxicity,Unspecified
CHEMBL3808886,,Cn1cc(/C=C2/C(=O)Nc3ccccc32)c2cc(Nc3nccc(-c4cccs4)n3)ccc21,IC50,5.14,CHEMBL3813411,Cytotoxicity against human U87MG cells assessed as decrease in cell viability after 48 hrs by MTT assay,U-87MG ATCC,SUZJMSQJZBKXBA-DEDYPNTBSA-N,48.0,Cytotoxicity,MTT
CHEMBL2165021,,COc1ccc(Nc2nccnc2-c2cc(N)nc(C)n2)cn1,IC50,6.23,CHEMBL2169663,Inhibition of Phosphatidylinositol 3-kinase pathway in PTEN-deficient human U87MG cells assessed as inhibition of phosphorylation of AKTat Ser473 after 2 hrs by AlphaScreen assay,U-87MG ATCC,IFEHHBCJSIHKDR-UHFFFAOYSA-N,2.0,Unspecified,AlphaScreen
CHEMBL2165268,,Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ccc23)n1,IC50,6.82,CHEMBL2169663,Inhibition of Phosphatidylinositol 3-kinase pathway in PTEN-deficient human U87MG cells assessed as inhibition of phosphorylation of AKTat Ser473 after 2 hrs by AlphaScreen assay,U-87MG ATCC,LVUPFSONRUTLLF-UHFFFAOYSA-N,2.0,Unspecified,AlphaScreen
CHEMBL3905411,,CCCCNC(=S)NNc1nncc2ccccc12,IC50,8.2,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,NKPUKLSVXYDTLL-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL1380839,,CCN=C(S)NNc1nncc2ccccc12,IC50,9.4,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,LNBNLTRDQFABLX-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL3906533,,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,IC50,9.48,CHEMBL3870497,Antiproliferative activity against human SF295 cells after 72 hrs by Sulforhodamine B-stain assay,SF295,FZXFZHFLUJFRGT-UHFFFAOYSA-N,72.0,Antiproliferative activity,Sulforhodamine B-stain
CHEMBL3116221,,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.32,CHEMBL3118140,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,PQNPOENKAKBBNV-NJNXFGOHSA-N,72.0,Cytotoxicity,MTT
CHEMBL3116444,,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(C)cc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.82,CHEMBL3118140,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,RSJQQGAPVMIJRS-HPNDGRJYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3116446,,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.89,CHEMBL3118140,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,ZXTQQNYRMCOIST-XTCLZLMSSA-N,72.0,Cytotoxicity,MTT
CHEMBL3121281,,Cc1c(C(=O)OC(C)C)[nH]c2c1C(=O)CC(c1cccs1)C2,EC50,6.62,CHEMBL3122444,Decrease in PrPc expression on human T98G cell surface after 2 days by ELISA,T98G,SGRJCCAQTQWZDV-UHFFFAOYSA-N,48.0,Unspecified,ELISA
CHEMBL3121279,,Cc1nc2ncccn2c1-c1csc(Nc2ccc(Cl)cc2)n1,EC50,5.61,CHEMBL3122444,Decrease in PrPc expression on human T98G cell surface after 2 days by ELISA,T98G,NAIFKGCRLXUVSL-UHFFFAOYSA-N,48.0,Unspecified,ELISA
CHEMBL1521217,,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccccc1,EC50,6.36,CHEMBL3122444,Decrease in PrPc expression on human T98G cell surface after 2 days by ELISA,T98G,HFZXKRVFJQSEJD-UHFFFAOYSA-N,48.0,Unspecified,ELISA
CHEMBL4070665,,COc1cc(/C=C/C(=O)c2ccc(Cl)cc2Cl)ccc1OCCCN1CCc2ccccc21,IC50,4.7,CHEMBL4045084,Antiproliferative activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,BPZIZFSBNOIBGP-YRNVUSSQSA-N,48.0,Antiproliferative activity,MTT
CHEMBL3319516,,C/C1=C\CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN3CCN(C)CC3)[C@@H]2C[C@@H]1O,IC50,4.64,CHEMBL3362236,Anticancer activity against human T98G cells assessed as growth inhibition after 72 hrs by MTT assay,T98G,AJVKCEKWRIWUFN-KKKYIMSDSA-N,72.0,Anticancer activity,MTT
CHEMBL4468684,,C=CC[C@H]1C[C@]2([C@H](C)Cc3cc(O)c(OC)cc3F)OCOC2=CC1=O,IC50,5.02,CHEMBL4326187,Antiproliferative activity against taxane-resistant human SF295 cells after 72 hrs by CellTiter 96 aqueous nonradioactive cell proliferation assay,SF295,NBQLFTNZXOUHIO-MTJIALIYSA-N,72.0,Antiproliferative activity,CellTiter 96 aqueous nonradioactive cell proliferation
CHEMBL4634658,,COC(=O)[C@H](O)[C@@](C)(O)[C@@]12O[C@]13c1cc(O)c4c(c1N[C@H]2C#C/C=C\C#C[C@H]3O)C(=O)c1cc(OC)ccc1C4=O,EC50,7.68,CHEMBL4621655,Cytotoxicity against human SF295 cells assessed as reduction in cell viability measured after 72 hrs by CellTiter 96 aqueous one solution assay,SF295,RSXKWDSDUVYSQA-UMGCSLAASA-N,72.0,Cytotoxicity,CellTiter 96 aqueous one solution
CHEMBL5272213,,COc1cc(Nc2ccc3nnc(-c4ccco4)n3c2)cc(OC)c1OC,IC50,4.37,CHEMBL5224863,Antiproliferative activity against human T98G cells assessed as inhibition of cell growth,T98G,KXLLUBZULSSKMD-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL3339340,,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccccc4)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,6.32,CHEMBL3385126,Antiproliferative activity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,RUEPFGSLNFJPIU-FADJLKOXSA-N,72.0,Antiproliferative activity,MTT
CHEMBL3339342,,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccccc4)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.99,CHEMBL3385126,Antiproliferative activity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,IRZYUTJCYKVYJW-GOJREDGKSA-N,72.0,Antiproliferative activity,MTT
CHEMBL3415678,,CCCOc1ccc2c3cc[n+](CC)c(C)c3n(CCC)c2c1.[Br-],IC50,4.66,CHEMBL3417898,Cytotoxicity against human T98G cells by MTT assay,T98G,ZCEJWAQQAGRUKR-UHFFFAOYSA-M,,Cytotoxicity,MTT
CHEMBL4240179,,FC(F)(F)c1ccc2c(c1)N(CCCCN1CCC(N3CCOCC3)CC1)c1ccccc1S2,EC50,4.7,CHEMBL4232380,Induction of intracellular Ca2+ level in human U87MG cells by Fura-2 AM dye-based assay,U-87MG ATCC,DCOREAZQNUSYDA-UHFFFAOYSA-N,,Unspecified,Fura-2 AM dye-based
CHEMBL4248942,,FC(F)(F)c1ccc2c(c1)N(CCCCN1CCC(N3CCCCC3)CC1)c1ccccc1S2,IC50,5.66,CHEMBL4232384,Cytotoxicity against human U87MG cells assessed as reduction in cell viability after 24 hrs by MTT assay,U-87MG ATCC,DALKPQZIEUGGGK-UHFFFAOYSA-N,24.0,Cytotoxicity,MTT
CHEMBL3609552,,CC1(C)OC2=C(CC1[Se]c1ccccc1)C(=O)C(=O)c1ccccc12,IC50,5.68,CHEMBL3611293,Cytotoxicity against human SF295 cells assessed as cell viability after 72 hrs by MTT assay,SF295,DNWGOVCPCLJUDO-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4757485,,C=C(CC)C(=O)c1ccc(OCC(=O)NC2CCN(S(=O)(=O)c3ccc(OC)cc3)CC2)c(Cl)c1Cl,IC50,6.62,CHEMBL4675763,Cytotoxicity against human U-87 MG cells assessed as reduction in cell viability by CellTiter Glo luminescent assay,U-87MG ATCC,IDBBJXCKCAYMLL-UHFFFAOYSA-N,,Cytotoxicity,CellTiter Glo luminescent
CHEMBL3343363,,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C)c4C)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,5.8,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,RJMBEUADUJYIEH-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3343378,,COc1ccc(-n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCOCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F)cc1,IC50,5.62,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,WUTYCVPPFZPUPA-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3343387,,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C)c4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.67,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,XHOMYTXWOSNFKJ-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3343389,,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C(F)(F)F)c4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.95,CHEMBL3381423,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,UZKBOLDIUXTTCC-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2313857,,CCCCCCCCCC(=O)O[C@H]1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)C[C@H](C)[C@]1(C)O,IC50,4.23,CHEMBL2318887,Cytotoxicity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,LDAMDKYTTMERSL-FGFRBZMOSA-N,72.0,Cytotoxicity,MTT
CHEMBL4295220,,O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1COP(=O)(O)Oc1cccnc1)c1ccccc1,IC50,5.89,CHEMBL4254533,Cytostatic activity against human T98G cells assessed as reduction in cell viability after 48 hrs by MTT assay,T98G,BODLNGDCJGRVNV-RCCFBDPRSA-N,48.0,Unspecified,MTT
CHEMBL4291354,,CCOC(=O)C[n+]1cccc(OP(=O)([O-])OC[C@H]2O[C@@H](n3cc(F)c(=O)[nH]c3=O)C[C@@H]2OC(=O)c2ccccc2)c1,IC50,5.8,CHEMBL4254533,Cytostatic activity against human T98G cells assessed as reduction in cell viability after 48 hrs by MTT assay,T98G,WHXVUFUYVAMPKN-PWRODBHTSA-N,48.0,Unspecified,MTT
CHEMBL4293736,,CCCCCCCCCC[n+]1cccc(O)c1,IC50,4.25,CHEMBL4254533,Cytostatic activity against human T98G cells assessed as reduction in cell viability after 48 hrs by MTT assay,T98G,NVKKMFKXRUVDJJ-UHFFFAOYSA-O,48.0,Unspecified,MTT
CHEMBL3318026,,COc1cc(-c2cnc3ccc(NC(=O)NC(C)(C)C)nc3c2)ccc1O,IC50,5.01,CHEMBL3367509,Antiproliferative activity against human U87MG cells,U-87MG ATCC,ZCHJWXKREFTWSX-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL4521917,,CCOP(=O)(OCC)C(N(OC(C)c1n(C)cc[n+]1C)C(C)(C)C)C(C)(C)C,IC50,4.6,CHEMBL4339956,Cytotoxicity against human U87MG cells assessed as reduction in cell survival measured after 72 hrs by MTT assay,U-87MG ATCC,VSIKVCAIEJWCGB-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL3290908,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,5.96,CHEMBL3293741,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,PUWBEDGMRHQJNX-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL197603,,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,IC50,4.66,CHEMBL2363630,SANGER: Inhibition of human SF126 cell growth in a cell viability assay.,SF126,ZMNWFTYYYCSSTF-SOAUALDESA-N,,Growth inhibition,Unspecified
CHEMBL3971437,,CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)NCCNC(=O)c1ccc(SC2=C(/C=C/C4=[N+](CCCCS(=O)(=O)[O-])c5ccc6ccccc6c5C4(C)C)CCC/C2=C\C=C2\N(CCCCS(=O)(=O)O)c4ccc5ccccc5c4C2(C)C)cc1)[C@@H]3C,EC50,6.1,CHEMBL3867247,Phototoxicity against human U87 cells assessed as reduction in cell viability preincubated for 24 hrs with subsequent irradiation 4 J/cm2 followed by 48 hrs incubation in dark by MTT assay,U-87MG ATCC,ZNXUSLMSNLSJII-YDVZNJOFSA-N,24.0,Unspecified,48 hrs incubation in dark by MTT
CHEMBL5291091,,CCN1CCN(CCC(=O)Nc2cccc(-n3cc(-c4ccncc4)c(-c4ccc(Cl)c(OC)c4)n3)c2)CC1,IC50,6.41,CHEMBL5231164,Anticancer activity against human SNB-75 cells assessed as cell growth proliferation,SNB-75,KYADEHTYBROPGP-UHFFFAOYSA-N,,Anticancer activity,Unspecified
CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,IC50,4.12,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,OUKYUETWWIPKQR-UHFFFAOYSA-N,,Growth inhibition,Unspecified
CHEMBL2392819,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccc(F)cc45)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,6.96,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,VODLZXJWEDNALT-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5274027,,CN1CCN(c2ccc3nc(-c4ccc(OCCCN5C(=O)c6cccc7cccc(c67)C5=O)cc4)[nH]c3c2)CC1,IC50,6.96,CHEMBL5245068,Cytotoxicity against human SNB-75 cells assessed as cell growth inhibition incubated for 48 hrs by sulforhodamine B reagent assay,SNB-75,KNRGNAFDDSPVOF-UHFFFAOYSA-N,48.0,Cytotoxicity,sulforhodamine B reagent
CHEMBL2407686,,C=CCNC(=O)/C1=C(\C(=O)OC)Cc2c([nH]c3ccccc23)[C@@](C(=O)OC)(c2cc3c(cc2OC)N(C)[C@H]2[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]32[C@@H]54)C[C@@H]2C=C(CC)CN1C2,IC50,5.52,CHEMBL2412721,Cytotoxicity against human U87MG cells after 72 hrs by resazurin assay,U-87MG ATCC,BSQAKIMWPONUOF-HAIPHDKGSA-N,72.0,Cytotoxicity,resazurin
CHEMBL3092022,,COc1cc(OC)c(C(C#CCCc2ccc(O[Si](C)(C)C(C)(C)C)cc2)CC(=O)c2ccc(OC(C)=O)cc2)c(OC)c1,IC50,5.16,CHEMBL3096270,Cytotoxicity against p53-knockdown human U87MG cells after 5 days by methylene blue staining assay,U-87MG ATCC,GMAGLVPSKNBQKR-UHFFFAOYSA-N,120.0,Cytotoxicity,methylene blue staining
CHEMBL3393272,,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)nc2nccn12,IC50,5.85,CHEMBL3395180,Inhibition of colony formation in human U87MG cells after 2 weeks by crystal violet staining-based assay,U-87MG ATCC,DYHJJLYLVDGULB-UHFFFAOYSA-N,,Unspecified,crystal violet staining-based
CHEMBL3343407,,CC1(C)O[C@H]2[C@@H]([C@H]3COC(C)(C)O3)O[P@](=O)(c3ccccc3)[C@@H](O)[C@H]2O1,IC50,4.84,CHEMBL3374069,Antiproliferative activity against human SNB75 cells after 48 to 72 hrs by MTT assay,SNB-75,MAKXAOVRUMEYMV-MSXRDDOVSA-N,72.0,Antiproliferative activity,MTT
CHEMBL2385196,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cccc(C(F)(F)F)c5)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,6.07,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,VDRLWKQXYDMXJW-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2385186,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5c(Cl)cccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.87,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,UNUOJJJJMNFSAC-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2385193,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5c(Cl)cccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.98,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,PAGRSZZWQKPHIC-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL515325,MAPPAIN,CC(C)=CCC/C(C)=C/Cc1cc(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc(O)c1O,EC50,5.27,CHEMBL4134627,Antiproliferative activity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,GJZKDVGLDGLPMB-ZVBRSKEYSA-N,72.0,Antiproliferative activity,MTS
CHEMBL376007,SCHWEINFURTHIN F,COc1cc(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,EC50,6.62,CHEMBL4134627,Antiproliferative activity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,BUFNPAYKUGAAAO-HLULBIOLSA-N,72.0,Antiproliferative activity,MTS
CHEMBL4248529,,COc1ccc(-c2ccc3c(N4CCOCC4)nc(CC#N)nc3n2)cc1CO,IC50,7.04,CHEMBL4233146,Antiproliferative activity against human U87MG cells assessed as reduction in cell viability after 48 hrs by CCK8 assay,U-87MG ATCC,LNGGLFWITGYQKY-UHFFFAOYSA-N,48.0,Antiproliferative activity,CCK8
CHEMBL4240170,,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C)nc3n2)cc1CO,IC50,7.04,CHEMBL4233146,Antiproliferative activity against human U87MG cells assessed as reduction in cell viability after 48 hrs by CCK8 assay,U-87MG ATCC,UGJRAKREIVRFDR-ZDUSSCGKSA-N,48.0,Antiproliferative activity,CCK8
CHEMBL4250280,,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)C)nc3n2)cc1CO,IC50,7.47,CHEMBL4233146,Antiproliferative activity against human U87MG cells assessed as reduction in cell viability after 48 hrs by CCK8 assay,U-87MG ATCC,OYHFLRHRRAMMKF-HNNXBMFYSA-N,48.0,Antiproliferative activity,CCK8
CHEMBL3354442,,CC[C@H](C)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)[C@H](N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC)N(C)C(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N1C,IC50,6.66,CHEMBL3376032,Cytotoxicity against human SF295 cells assessed as growth inhibition after 72 hrs by MTT assay,SF295,LVHKHLZPRPTQJG-BNLDXBMISA-N,72.0,Cytotoxicity,MTT
CHEMBL2064825,,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C[C@@H](OC(C)=O)[C@@H]4[C@@H]([C@](C)(O)CCCC(C)(C)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,4.38,CHEMBL3386073,Antiproliferative activity against human U87 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,U-87MG ATCC,ZEZRUSOHKTZTBL-CNRRHNSPSA-N,48.0,Antiproliferative activity,MTT
CHEMBL477989,SB590885,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,IC50,4.06,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,MLSAQOINCGAULQ-QFMPWRQOSA-N,,Growth inhibition,Unspecified
CHEMBL1208572,SALINOMYCIN,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,IC50,4.41,CHEMBL4316859,Antiproliferative activity against human U87 cells by MTT assay,U-87MG ATCC,KQXDHUJYNAXLNZ-XQSDOZFQSA-N,,Antiproliferative activity,MTT
CHEMBL3116070,,C=CCn1c(C)nc2ccc(Nc3nc(Nc4ccc(F)cc4)nc4ccccc34)cc21,IC50,5.12,CHEMBL3118244,Cytotoxicity against human SNB75 cells after 48 hrs by SRB assay,SNB-75,NVBPDZFQQPGTRB-UHFFFAOYSA-N,48.0,Cytotoxicity,SRB
CHEMBL3409956,,C/C(=N\O)c1cc(-c2ccc(O)cc2)ccc1O,IC50,4.46,CHEMBL3413577,Antiproliferative activity against human U87 cells assessed as reduction in cell growth after 96 hrs,U-87MG ATCC,JFJKNDANYYIWDV-OQLLNIDSSA-N,96.0,Antiproliferative activity,Unspecified
CHEMBL480420,,O/N=C/c1cc(-c2ccc(O)cc2)ccc1O,IC50,4.34,CHEMBL3413577,Antiproliferative activity against human U87 cells assessed as reduction in cell growth after 96 hrs,U-87MG ATCC,INQGQXOIWVULMW-RIYZIHGNSA-N,96.0,Antiproliferative activity,Unspecified
CHEMBL1914725,,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccccc4)c3c2)cnc1Cl)c1ccc(F)cc1,IC50,6.9,CHEMBL1921660,Inhibition of PI3Kalpha-mediated Akt phosphorylation at Ser 473 in human U87MG cells,U-87MG ATCC,DBCYFWOTALWDQJ-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL1256616,NIMUSTINE HYDROCHLORIDE,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,IC50,6.14,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,KPMKNHGAPDCYLP-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL447565,ALPHA-HEDERIN,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,4.76,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,KEOITPILCOILGM-LLJOFIFVSA-N,72.0,Cytotoxicity,MTT
CHEMBL2430035,,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)[C@@H](O)[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,IC50,4.36,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,FRALZQPZQJMQEK-MKSLBANYSA-N,72.0,Cytotoxicity,MTT
