Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL2417836,,COc1ncc(-c2ccc3nc(NC(C)=O)nn3c2)cc1NS(=O)(=O)c1ccc(C2CC2)cc1,IC50,5.43,CHEMBL2421640,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,YFSUSZAVLPDOCY-UHFFFAOYSA-N
CHEMBL2165191,AZD-6482,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,IC50,5.56,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,IRTDIKMSKMREGO-OAHLLOKOSA-N
CHEMBL337820,,Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,IC50,10.0,CHEMBL815086,Tested for inhibiting HIV (ADA) entry into cells,U-87MG ATCC,KUOUHUKIBBTXEV-PXNSSMCTSA-N
CHEMBL2206919,,Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(C)c(NS(C)(=O)=O)c2)n1,IC50,7.02,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,RBXKFGUMEZSADC-UHFFFAOYSA-N
CHEMBL481608,,C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1.Cl,IC50,4.75,CHEMBL2168459,Cytotoxicity against human LN229 cells assessed as reduction in cell survival after 72 hrs by MTT assay,LN-229,MCMDJJBPNGLKKM-UHFFFAOYSA-N
CHEMBL5394493,,COc1cccc(-c2ccc(F)c(NC(=O)C#Cc3ccccc3)c2)c1,IC50,4.93,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,XIGSSELZIPMFEM-UHFFFAOYSA-N
CHEMBL5415803,,CCOCCOc1ccc(-c2ncc[nH]2)cc1NC(=O)C#Cc1cc(OC)c(OC)c(OC)c1,IC50,6.91,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,WCOJKQVBIGKRIH-UHFFFAOYSA-N
CHEMBL5423427,,CCOCCOc1ccc(-c2ncc[nH]2)cc1NC(=O)C#Cc1ccc(F)cc1,IC50,7.47,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,VFWLIXHERZWZAJ-UHFFFAOYSA-N
CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,4.8,CHEMBL5326097,Cytotoxicity against human U-87 MG cells assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,WAEXFXRVDQXREF-UHFFFAOYSA-N
CHEMBL3889534,,Cl.FC(F)(F)c1cccc(-c2c[nH]c(C3CCN(c4ncnc5[nH]ncc45)CC3)n2)c1,IC50,4.84,CHEMBL3881188,Cytotoxicity against human U87MG cells assessed as inhibition of cell proliferation after 72 hrs by Alamar Blue assay,U-87MG ATCC,KBPOPQFIGUANJS-UHFFFAOYSA-N
CHEMBL5430183,,CC[C@H](C)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@H](C)C(=O)O[C@H](C)[C@H](N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N1C,IC50,8.96,CHEMBL5370496,Antiproliferative activity against human U-87 MG cells expressing GLuc assessed as as inhibition of GLuc secretion incubated for 18 hrs by CellTiter-Glo Luminescent Cell Viability Assay,U-87MG ATCC,BVLMGTBJGDNQCI-MNVSKPNQSA-N
CHEMBL5394654,,C=CCc1c(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc2c(c1O)O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.34,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,WMKPMYWSMDYVJC-IZTRPBQQSA-N
CHEMBL411344,SCHWEINFURTHIN H,COc1cc(/C=C/c2cc(O)c3c(c2)OC(C)(C)C(O)C3)cc2c1O[C@]1(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.18,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,RFLJGOACFXZRHJ-ZHIKFPNPSA-N
CHEMBL5413968,,Cc1ccc(S(=O)(=O)n2cc(Cc3cc(C)c(O)c(C)c3)c3cc(C)ccc32)cc1,IC50,4.68,CHEMBL5374305,Anti-proliferative activity against human U-87 MG cells assessed as cell viability incubated for 2 hrs by CCK8 assay,U-87MG ATCC,KBDSJUFIJNFEOV-UHFFFAOYSA-N
CHEMBL5396858,,CC(=O)n1cc(Cc2cc(C)c(O)c(C)c2)c2ccccc21,IC50,4.23,CHEMBL5374305,Anti-proliferative activity against human U-87 MG cells assessed as cell viability incubated for 2 hrs by CCK8 assay,U-87MG ATCC,WIWKDKJEINZEAT-UHFFFAOYSA-N
CHEMBL2163603,,CC(C)CN(Cc1cc(O)c2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1,IC50,4.04,CHEMBL2169673,Cytotoxicity against human LN229 cells transfected with V6R incubated for 3 days under normoxic condition by SRB assay,LN-229,NJOAQZNAGFIDRV-UHFFFAOYSA-N
CHEMBL1911002,,FC(F)Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,IC50,6.37,CHEMBL1914069,Inhibition of PIK3CA-mediated cell signaling in PTEN-deficient human U87MG cells assessed as inhibition of insulin-induced pAkt/PKB phosphorylation at Ser473 treated for 15 mins before insulin challenge measured after 5 mins by immunoblotting,U-87MG ATCC,PJLRZCKJQYTSNY-UHFFFAOYSA-N
CHEMBL237859,,CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2c(-c3nccs3)nccc12,IC50,6.3,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,ZCBXKVDZSCIMDK-UHFFFAOYSA-N
CHEMBL393332,,CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2c(-c3ncon3)nccc12,IC50,5.91,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,QSZNZPLBLSGDFR-UHFFFAOYSA-N
CHEMBL393331,,CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2c(-c3ccnc(N)n3)nccc12,IC50,6.3,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,BBKIJJQQYXXNIU-UHFFFAOYSA-N
CHEMBL238115,,CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2c(-n3ccnn3)nccc12,IC50,7.27,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,WELZLTSZYGTAHI-UHFFFAOYSA-N
CHEMBL429087,,COc1cc2c(S(=O)(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c[nH]c2cn1,IC50,5.04,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,LHMWTBKZSSXQOL-CQSZACIVSA-N
CHEMBL240477,,CC1CN(C(=O)c2ccc3[nH]ccc3c2)CCN1S(=O)(=O)c1c[nH]c2ncccc12,IC50,5.34,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,CJYOAVILJRQDKM-UHFFFAOYSA-N
CHEMBL238103,,COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,IC50,7.58,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,DBPMWRYLTBNCCE-UHFFFAOYSA-N
CHEMBL337301,,COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12,IC50,8.1,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,OKGPFTLYBPQBIX-CQSZACIVSA-N
CHEMBL442078,,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12,IC50,7.52,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,CCGWWGUXCYXFJW-CQSZACIVSA-N
CHEMBL2206909,,Cc1nc(N)nc(-c2cc(CN3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,IC50,8.41,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,ZMAXXRHYLSDAIN-UHFFFAOYSA-N
CHEMBL2206918,,Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,IC50,7.75,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,QNTWFBRDSGVBHE-UHFFFAOYSA-N
CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.53,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,QYSXJUFSXHHAJI-YRZJJWOYSA-N
CHEMBL1949933,,C=C1CC[C@@H](N)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.91,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,KBTODVOGUWIIOU-YHJXBONMSA-N
CHEMBL1949934,,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.41,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,QYSXJUFSXHHAJI-YHJXBONMSA-N
CHEMBL1949935,,C=C1CC[C@H](N)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.91,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,KBTODVOGUWIIOU-YRZJJWOYSA-N
CHEMBL269277,BETULINIC ACID,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.66,CHEMBL2383735,Cytotoxicity against human SF295 cells after 48 hrs by SRB assay,SF295,QGJZLNKBHJESQX-FZFNOLFKSA-N
CHEMBL2172634,,Cc1nc(Nc2cnn(C3CCOC3)c2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,IC50,6.84,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,BODKINCAIVHOBM-UHFFFAOYSA-N
CHEMBL2172625,,Cc1nc(N)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,IC50,6.68,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,PQQNUIZZMSTORP-UHFFFAOYSA-N
CHEMBL388708,,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2F)n1,IC50,7.04,CHEMBL887582,Inhibition of iNOS in human A172 cells after 18 to 24 hrs,A-172,FDGPPDMWCPBMSY-UHFFFAOYSA-N
CHEMBL2163603,,CC(C)CN(Cc1cc(O)c2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1,IC50,4.52,CHEMBL2166126,Cytotoxicity against human LN229 cells transfected with V6R incubated for 1 hr under normoxic condition followed by 14 days under hypoxic condition by clonogenecity assay,LN-229,NJOAQZNAGFIDRV-UHFFFAOYSA-N
CHEMBL2163603,,CC(C)CN(Cc1cc(O)c2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1,IC50,4.64,CHEMBL2166125,Cytotoxicity against human LN229 cells transfected with V6R incubated for 14 days under normoxic condition by clonogenecity assay,LN-229,NJOAQZNAGFIDRV-UHFFFAOYSA-N
CHEMBL2163598,,COc1cc(CN(C(C)C)S(=O)(=O)c2ccccn2)cc2c1OC(C)(C)C=C2,IC50,4.16,CHEMBL2166125,Cytotoxicity against human LN229 cells transfected with V6R incubated for 14 days under normoxic condition by clonogenecity assay,LN-229,LREPTZOCUMWFMS-UHFFFAOYSA-N
CHEMBL4450512,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](n2cc(C[Se]c3ccc(F)cc3)nn2)[C@H]1Br,IC50,5.83,CHEMBL5104518,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,OAOAYCGZHNXPAB-WMZHIEFXSA-N
CHEMBL454935,,CC(C)(O)c1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1,IC50,5.55,CHEMBL5104518,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,KQPBRFALEYFWBN-UHFFFAOYSA-N
CHEMBL1927618,,CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCN(C)C)c23)C1=O,IC50,6.43,CHEMBL1929814,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,NLQVIEPODYFPBE-UHFFFAOYSA-N
CHEMBL428676,AMONAFIDE,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,IC50,5.55,CHEMBL1929814,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,UPALIKSFLSVKIS-UHFFFAOYSA-N
CHEMBL475845,,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@H](CS(=O)(=O)O)C(C)=O)NC(=O)[C@H]([C@@H](C)CC)NC1=O,IC50,7.9,CHEMBL1034791,Inhibition of [3H]glycine uptake in human T98G cells,T98G,YWMWRRNNRCIAAJ-WGPXQLEISA-N
CHEMBL515145,,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@H](C)[C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC1=O,IC50,8.46,CHEMBL1034791,Inhibition of [3H]glycine uptake in human T98G cells,T98G,PCZVRCIZMAPKOI-HMHHHFJXSA-N
CHEMBL3290920,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cccc(F)c5)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.82,CHEMBL3293741,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,RVPSNYLJUHSZDC-UHFFFAOYSA-N
CHEMBL1170446,,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(Cl)cc4)C3)c12,IC50,6.04,CHEMBL1176555,Inhibition of AKT1-mediated GSK3alpha phosphorylation in human U87 cells after 1 hr by ELISA,U-87MG ATCC,XDBJHHAFLGPGOE-FQEVSTJZSA-N
CHEMBL259265,,c1ccc2c(c1)N(c1ncnc3[nH]ccc13)CC21CCNCC1,IC50,7.02,CHEMBL936669,Inhibition of AKT1 in human U87 cells after 2 hrs by ELISA,U-87MG ATCC,OMUNCTQJLGEHQC-UHFFFAOYSA-N
CHEMBL1914727,,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccncc4)c3c2)cnc1Cl)c1ccc(F)cc1,IC50,8.43,CHEMBL1921660,Inhibition of PI3Kalpha-mediated Akt phosphorylation at Ser 473 in human U87MG cells,U-87MG ATCC,LHLRTOZIMJUPET-UHFFFAOYSA-N
CHEMBL1914719,,CN(C)c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc12,IC50,6.65,CHEMBL1921660,Inhibition of PI3Kalpha-mediated Akt phosphorylation at Ser 473 in human U87MG cells,U-87MG ATCC,RTHFARGKBRIFCM-UHFFFAOYSA-N
CHEMBL1914721,,O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCC(O)CC4)c3c2)cnc1Cl)c1ccc(F)cc1,IC50,6.82,CHEMBL1921660,Inhibition of PI3Kalpha-mediated Akt phosphorylation at Ser 473 in human U87MG cells,U-87MG ATCC,LGDWBXISXWXDQF-UHFFFAOYSA-N
CHEMBL1914742,,CC(C)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1,IC50,7.77,CHEMBL1921660,Inhibition of PI3Kalpha-mediated Akt phosphorylation at Ser 473 in human U87MG cells,U-87MG ATCC,MVPHPMFJESRQLE-UHFFFAOYSA-N
CHEMBL376632,,Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,IC50,9.54,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,LBCGUKCXRVUULK-QGZVFWFLSA-N
CHEMBL442041,,O=C(CC1CCCCN1c1ccnc(-n2ccnc2)n1)NCc1ccc2c(c1)OCO2,IC50,9.3,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,YCVKPMKXQJEDIS-UHFFFAOYSA-N
CHEMBL376237,,O=C(CC1CCCCN1c1ccnc(-n2ccnc2)n1)NCc1ccc(Cl)cc1,IC50,8.24,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,QSGAUBIKGYULKQ-UHFFFAOYSA-N
CHEMBL223839,,COc1ccccc1CNC(=O)CC1CCCCN1c1ccnc(-n2ccnc2)n1,IC50,6.55,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,MQLMLAGRRODONI-UHFFFAOYSA-N
CHEMBL374681,,COc1ccc(CNC(=O)CC2CCCCN2c2ccnc(-n3ccnc3)n2)cc1,IC50,9.1,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,RWQHNEZMEIPWJF-UHFFFAOYSA-N
CHEMBL223840,,O=C(CC1CCCCN1c1cc(C(F)(F)F)nc(-n2ccnc2)n1)NCc1ccc2c(c1)OCO2,IC50,6.75,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,JDDBNIXQWYFIPL-UHFFFAOYSA-N
CHEMBL220824,,Cc1cc(N2CCN(C(=O)C(C)C)[C@@H](CC(=O)NCc3ccc4c(c3)OCO4)C2)nc(-n2ccnc2)n1,IC50,6.52,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,BNKGEZQUYVVMBA-FQEVSTJZSA-N
CHEMBL1369953,,Nc1[nH]nc2nc3ccccc3cc12,IC50,5.11,CHEMBL4124283,Antiproliferative activity against human LN229 cells by MTT assay,LN-229,KEVOFPICRVTBPL-UHFFFAOYSA-N
CHEMBL3612310,,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,IC50,6.41,CHEMBL3616151,Antiproliferative activity against human U87MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,YWFOHQFLGQVFIB-UHFFFAOYSA-N
CHEMBL3612315,,COc1ncc(-c2ccc3nc(NC(=O)NCCN(C)C)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,IC50,5.99,CHEMBL3616151,Antiproliferative activity against human U87MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,MMPNESYYANFTSJ-UHFFFAOYSA-N
CHEMBL3612321,,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1NS(=O)(=O)c1ccc(C)cc1,IC50,6.28,CHEMBL3616151,Antiproliferative activity against human U87MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,GQEYRORRZYLMJY-UHFFFAOYSA-N
CHEMBL1879463,DACTOLISIB,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,IC50,5.85,CHEMBL3616151,Antiproliferative activity against human U87MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,JOGKUKXHTYWRGZ-UHFFFAOYSA-N
CHEMBL270638,,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,IC50,7.35,CHEMBL947151,Inhibition of phosphorylation of T308-PKB in human U87MG cells by ELISA,U-87MG ATCC,HFNJWNHCEQNJQQ-UHFFFAOYSA-N
CHEMBL270638,,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,EC50,6.84,CHEMBL947152,Antiproliferative activity against human U87MG cells,U-87MG ATCC,HFNJWNHCEQNJQQ-UHFFFAOYSA-N
CHEMBL4644076,,Cc1c(C(=O)N/N=C\c2c(O)cccc2F)oc2cccc(O)c12,IC50,5.03,CHEMBL4618024,Antiproliferative activity against human U87MG cells assessed as inhibition of cell growth,U-87MG ATCC,LLUZEJOXOPCQPJ-UWVJOHFNSA-N
CHEMBL2385201,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,6.31,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,JUNYZZIFXGBUIR-UHFFFAOYSA-N
CHEMBL52910,,CC(=O)O.COCOCCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,IC50,4.92,CHEMBL624721,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,A-172,SIUALZNIFSJUSF-UHFFFAOYSA-N
CHEMBL2418954,,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,EC50,5.7,CHEMBL2423268,Cytotoxicity against human U87MG cells,U-87MG ATCC,TVUPSIBSWDXJGQ-UHFFFAOYSA-N
CHEMBL110757,,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc(O)nc3C)CC2)CC1,IC50,9.05,CHEMBL815091,Concentration required to inhibit the entry of HIV-1 reporter virus (ADA) into U-87 cells by 50%,U-87MG ATCC,XXBAQSKVZOMDJH-GKPLWNPISA-N
CHEMBL3093014,,C=CCCCCOc1cc2ccccc2cc1-c1cnc(OCCCCC=C)n1C,IC50,4.4,CHEMBL3097572,Cytotoxicity against apoptotic-resistant human T98G cells assessed as growth inhibition after 72 hrs by MTT-based colorimetric assay,T98G,UCNOEJJVPVJYSN-UHFFFAOYSA-N
CHEMBL3093030,,Cn1c2cnc1OCCCCCCCCOc1ccccc1-2,IC50,4.12,CHEMBL3097572,Cytotoxicity against apoptotic-resistant human T98G cells assessed as growth inhibition after 72 hrs by MTT-based colorimetric assay,T98G,GOQRJMXCBGQPQO-UHFFFAOYSA-N
CHEMBL364713,NOSCAPINE,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,IC50,4.7,CHEMBL3599619,Antiproliferative activity against human A172 cells assessed as decrease in colony formation,A-172,AKNNEGZIBPJZJG-MSOLQXFVSA-N
CHEMBL3349342,,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,IC50,4.79,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,RDSACQWTXKSHJT-UHFFFAOYSA-N
CHEMBL521686,OLAPARIB,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,4.21,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,FDLYAMZZIXQODN-UHFFFAOYSA-N
CHEMBL3818951,,CC[C@H](C)[C@H](NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12)C(=O)N[C@H](C(=O)OC)[C@@H](C)CC,IC50,7.93,CHEMBL3820275,Binding affinity to MDM2 in human U87MG cells assessed as inhibition of MDM2/p53 protein interaction after 10 mins by quantitative sandwich immuno assay,U-87MG ATCC,DSKXIRKCUGRZJR-MQQADFIWSA-N
CHEMBL493090,,CN1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,IC50,5.1,CHEMBL967869,Antiproliferative activity against PTEN-null human U87MG cells after 4 days by alamar blue assay,U-87MG ATCC,XXHROJHHXVCFML-UHFFFAOYSA-N
CHEMBL64925,MG-132,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,IC50,7.35,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,TZYWCYJVHRLUCT-VABKMULXSA-N
CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,4.78,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,KTEIFNKAUNYNJU-GFCCVEGCSA-N
CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,IC50,5.44,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,OUKYUETWWIPKQR-UHFFFAOYSA-N
CHEMBL1242367,,CCNc1cc(N[C@H]2CC[C@@H](O)CC2)nc(Nc2ccc3c(ccn3Cc3ccccc3)c2)n1,IC50,4.83,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,YVXCDLCJCIDFHE-DKXQDJALSA-N
CHEMBL213100,,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,IC50,4.17,CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,KNS-42,NBTNHSGBRGTFJS-UHFFFAOYSA-N
