SMILES,Ennustus
Clc1c(sc2cc(Cl)ccc12)C(=O)Nc1ccc(N2CCOCC2)c(Cl)c1,6.1253
Clc1c(sc2cc(Cl)ccc12)C(=O)Nc1cccc(Cl)c1N1CCOCC1,6.1253
OC1c2ccccc2C(O)c2c(Cl)ccc3cccc1c23,6.1249
CC1(C)C(N(C1=O)c1ccccc1)c1c(O)ccc2ccccc12,6.1243
CC[C@@]1(CO)C[C@@H]2CC[C@H]1N2C(=O)c1cc2ccccc2s1,6.1236
CC[C@@]1(CO)C[C@@H]2CC[C@H]1N2C(=O)c1csc2ccccc12,6.1236
CC[C@@]1(O)CCC[C@@H]2CN(C[C@H]12)C(=O)c1csc2ccccc12,6.1231
CCc1ccc2c(Cl)c(sc2c1)C(=O)N1CC(C)OC(C)C1,6.1231
CC1CCCN(C1)C(=O)c1ccc(s1)-c1ccc2OCOc2c1,6.1231
OC[C@@]12CN(Cc3ccc(s3)-c3ccccc3)C[C@@H]1CCOC2,6.1226
CC[C@]1(O)CCC[C@H]2CN(C[C@@H]12)C(=O)c1cc2ccccc2s1,6.1223
Cn1c2ccccc2s\c1=N/N=C1C2CC3CC(C2)CC1C3,6.122
OCC1(Cc2ccc(F)cc2F)CCCN(Cc2cc3ccccc3s2)C1,6.122
OC[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1cc2ccccc2s1,6.1217
COc1ccc2ccccc2c1CN1CC2(C)CC1CC(C)(C)C2,6.1217
Clc1ccc(c2ccccc12)S(=O)(=O)N1CCCCCC1,6.1216
O[C@@H]1CN(CC[C@H]1c1ccc2ccccc2c1)C(=O)CCC1CC1,6.1214
CC1CCCN(C1)S(=O)(=O)c1ccc2ccccc2c1,6.1209
O=C1N(CCC2=CCCCC2)C(=O)c2ccc3CCc4ccc1c2c34,6.1209
COc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)Nc2c1ccc1ccccc21,6.1208
CC1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1,6.1207
CC1CCN(CC1)S(=O)(=O)c1cccc2ccccc12,6.1207
CC(C)CC1CC(=O)c2sc3ccccc3c2O1,6.1207
O[C@@H]1CN(CC[C@H]1c1ccc2ccccc2c1)C(=O)c1ccccc1,6.1203
COc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)Nc2ccc3ccccc3c12,6.1203
Clc1cccc2cccc(c12)S(=O)(=O)N1CCCCCC1,6.1201
Cc1ccc(cc1)C(=O)N1CC[C@H]([C@H](O)C1)c1ccc2ccccc2c1,6.12
CC(CS(=O)(=O)c1ccc2ccccc2c1)N1CCCCC1,6.1193
CC1CCCCN1S(=O)(=O)c1ccc2ccccc2c1,6.1192
CC1CCCCN1C(=O)c1cc(C)c(s1)-c1ccccc1,6.1191
CC1CCCN(C1)C(=O)c1cc(C)c(s1)-c1ccccc1,6.1191
CCOC(C)c1ccc(cc1)-c1ccc(s1)C(N)=O,6.119
Cl.Clc1cccc2cc(sc12)[C@H]1CN2CC[C@H]1CC2,6.1186
CC1=CC2(CCN(Cc3sc4ccccc4c3Cl)CC2)OCC1,6.1185
O=S(=O)(N1CCCCCC1)c1ccc2ccccc2c1,6.118
CC[C@@]1(O)CCC[C@@H]2CN(C[C@H]12)C(=O)c1ccc2ccccc2c1,6.1179
CC[C@@]1(O)CCC[C@@H]2CN(C[C@H]12)C(=O)c1cccc2ccccc12,6.1179
Oc1ccc2ccccc2c1\C=N\C1=NN(CC1)c1ccccc1,6.1173
O=C1c2cccc3cccc(c23)C11OCCS1,6.1171
CSc1ccc(cc1)C1C2=C(CCCC2=O)Nc2ccc3ccccc3c12,6.1169
COC1CCCN(Cc2ccc(s2)-c2ccc(OC)c(F)c2)C1,6.1168
COc1ccc2ccccc2c1S(=O)NC1CCCCC1,6.1164
O=C1C(Oc2cccc3ccccc23)C(=O)c2ccccc12,6.1159
CCC1CCCCN1C(=O)c1sc2ccc(OC)cc2c1Cl,6.1153
O=C1CC(c2ccccc2OCc2ccccc2)c2ccc3ccccc3c2N1,6.115
O=C1CC(c2ccc(OCc3ccccc3)cc2)c2ccc3ccccc3c2N1,6.115
CC1CN(CC(C)O1)C(=O)c1cc(C)c(s1)-c1ccccc1,6.1148
O=C1CC(N2CCC(Cc3ccccc3)CC2)C(=O)N1c1cccc2ccccc12,6.1146
Fc1ccc2scc(N3CCN(CC3)c3ccccc3Cl)c(=O)c2c1,6.1145
Cc1ccc(o1)C1C2=C(CC(C)(C)CC2=O)Nc2ccc3ccccc3c12,6.1144
Fc1cccc(NC2CCCN(C2)C(=O)c2cc3ccccc3s2)c1,6.1143
O=C1N(C2CCCCC2)C(=O)c2ccc3CCc4ccc1c2c34,6.1141
CCOc1ccccc1N1C(=O)c2ccc3CCc4ccc(C1=O)c2c34,6.114
Clc1cccc2cccc(c12)S(=O)(=O)N1CCCC1,6.1137
Clc1ccc(cc1)C1SCC2N1C(=O)N(C2=O)c1cccc2ccccc12,6.1135
CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2COC(=O)Nc1cccc2ccccc12,6.1134
CCC(=O)N1CCCC(C1)C(=O)c1ccc2CCc3cccc1c23,6.1132
COc1ccc(NC(=O)c2cc3cn(cc3s2)C2CCCC2)c(C)c1,6.1132
CC(C)C[C@H]1COC(=N1)c1cc2ccccc2s1,6.113
CC(C)C[C@@H]1COC(=N1)c1cc2ccccc2s1,6.113
Fc1ccc2scc(N3CCN(CC3)c3cccc(Cl)c3)c(=O)c2c1,6.113
Fc1ccc(cc1)N1CCN(CC1)c1csc2ccc(Cl)cc2c1=O,6.1128
O=C(C1CCC1)N1CCCC(C1)C(=O)c1cccc2ccccc12,6.1124
CC1CCCN(C1)S(=O)(=O)c1ccc(Cl)c2ccccc12,6.1123
Cc1ccc(s1)-c1cc(O)c2OCCN(CCCF)Cc2c1,6.1122
CCC1CCCCN1C(=O)c1sc2ccccc2c1Cl,6.112
Fc1ccccc1N1[C@H]2C[C@H](N(Cc3cc4ccccc4s3)C2)C1=O,6.1113
O[C@]12CCCC[C@H]1CN(CC2)C(=O)Cc1cccc2ccccc12,6.111
O=C1N(C2CC3CCC2C3)C(=O)c2cccc3cccc1c23,6.111
OC12CCCCC1CN(CC2)C(=O)Cc1cccc2ccccc12,6.111
O=CN(\C=C1/Sc2ccccc2C1=O)c1cccc2ccccc12,6.1109
CCC1CCCCN1S(=O)(=O)c1ccc2ccccc2c1,6.1108
CC1CSC(Nc2cccc3ccccc23)=N1,6.1102
CCC1CCCCN1S(=O)(=O)c1ccc2ccc(C)cc2c1,6.1102
CC1CN=C(Nc2cccc3ccccc23)S1,6.1102
Cc1ccc(NC(=O)c2cc3COc4cccc(C)c4-c3s2)cc1F,6.1098
Cc1cccc2OCc3cc(sc3-c12)C(=O)Nc1ccccc1F,6.1098
O=C1CC2(CCCC2)Oc2c1sc1ccccc21,6.1097
O=C(COc1cccc2ccccc12)Nc1ccccc1N1CCCCC1,6.1094
O=C(COc1ccc2ccccc2c1)Nc1ccccc1N1CCCCC1,6.1094
O=C(Nc1cccc2ccccc12)C1C2C1C1CCC2C1,6.109
CO[C@@H]1CCC[C@]11CCCN(Cc2ccc(OC)c3cccc(OC)c23)C1,6.1089
OC(=O)C1(CC1)c1ccc2ccccc2c1,6.1085
OC(=O)C1(CC1)c1cccc2ccccc12,6.1085
CC1Cc2sc(cc2C1=O)-c1ccccc1,6.1083
CC1Cc2cc(sc2C1=O)-c1ccccc1,6.1083
COc1ccc(cc1)C1C2=C(O)CC(C)(C)CC2=Nc2c1ccc1ccccc21,6.1082
O=C(Nc1cccc2ccccc12)OC[C@@H]1CCCN2CCCC[C@H]12,6.108
CC1CCCC(C)N1S(=O)(=O)c1ccc2ccccc2c1,6.1079
CC1CC(C)CN(C1)S(=O)(=O)c1ccc2ccccc2c1,6.1079
FCC1CCN(CC1)S(=O)(=O)c1cccc2ccccc12,6.1078
Clc1ccccc1N1[C@H]2C[C@H](N(C2)C(=O)Cc2cccc3ccccc23)C1=O,6.1076
Cc1cccc2OCc3cc(sc3-c12)C(=O)Nc1ccc(F)cc1,6.1074
Fc1ccc(NC(=O)c2cc3COc4ccccc4-c3s2)cc1Cl,6.1074
Cc1ccc2ccccc2c1CN1C[C@H]2C[C@@H](O)[C@H]2C1,6.1073
Cc1ccc(CN2C[C@H]3C[C@@H](O)[C@H]3C2)c2ccccc12,6.1073
CN(C(=O)c1cc2COc3ccccc3-c2s1)c1ccccc1F,6.1072
CN(C(=O)c1cc2COc3cccc(C)c3-c2s1)c1ccccc1F,6.1072
CCN(C(=O)c1cc2COc3ccccc3-c2s1)c1ccccc1F,6.1061
CC1Cc2ccccc2N1S(=O)(=O)c1ccc2ccccc2c1,6.1053
CN1CCCC(C1)C(=O)c1ccc2CCc3cccc1c23,6.1048
O=S(=O)(N1CCSC1c1ccccc1)c1ccc2cccc3CCc1c23,6.1046
CC(=O)c1cccc(CN2CCCC(C2)C(=O)c2cccc3ccccc23)c1,6.1046
CC1=Nc2ccc3ccccc3c2C1(C)Cc1ccccc1,6.1046
CO[C@@H]1CCC[C@@]11CCCN(C1)C(=O)Nc1ccc2ccccc2c1,6.1044
CC1(C)Cc2cccc(OCC(=O)Nc3cccc4ccccc34)c2O1,6.1044
Cc1ccc(cc1)C1SCCN1S(=O)(=O)c1ccc2cccc3CCc1c23,6.1043
O=C1CC(c2ccccc2OCc2ccccc2)c2c(N1)ccc1ccccc21,6.1043
Clc1ccc(cc1)C1SCCN1S(=O)(=O)c1ccc2cccc3CCc1c23,6.1043
Clc1cccc(c1)C1SCCN1S(=O)(=O)c1ccc2CCc3cccc1c23,6.1043
CN(C(=O)c1cc2COc3ccccc3-c2s1)c1ccc(F)cc1,6.1042
CN(C(=O)c1cc2COc3cccc(C)c3-c2s1)c1ccc(F)cc1,6.1042
CO[C@]12CCN([C@H]1C[C@@H](CC2)OCC1CC1)C(=O)c1ccc2ccccc2c1,6.1041
C=C1CC2CCC(C1)N2C(=O)COc1ccc2ccccc2c1,6.1038
Cc1cccc(c1)C(=O)N1CC[C@H]([C@H](O)C1)c1ccc2ccccc2c1,6.1038
