mse_treening,mse_test,oob,r2_treening,r2_test,tunnused
0.025868156364795968,0.14994505952020176,0.6356693323546415,0.9484768408537838,0.7231900938020539,"['AvgIpc', 'TPSA', 'SlogP_VSA8', 'SPS', 'VSA_EState1']"
