mse,r2,oob,tunnuste_arv,tunnused
-0.189,0.9531911808168562,0.651,141,"['MaxAbsEStateIndex', 'MinAbsEStateIndex', 'MinEStateIndex', 'qed', 'SPS', 'MolWt', 'NumRadicalElectrons', 'MaxPartialCharge', 'MinPartialCharge', 'FpDensityMorgan1', 'BCUT2D_MWHI', 'BCUT2D_CHGHI', 'BCUT2D_CHGLO', 'BCUT2D_LOGPHI', 'BCUT2D_LOGPLOW', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'AvgIpc', 'BalabanJ', 'HallKierAlpha', 'Ipc', 'PEOE_VSA1', 'PEOE_VSA10', 'PEOE_VSA11', 'PEOE_VSA12', 'PEOE_VSA13', 'PEOE_VSA14', 'PEOE_VSA2', 'PEOE_VSA3', 'PEOE_VSA4', 'PEOE_VSA5', 'PEOE_VSA6', 'PEOE_VSA7', 'PEOE_VSA8', 'PEOE_VSA9', 'SMR_VSA10', 'SMR_VSA2', 'SMR_VSA3', 'SMR_VSA6', 'SMR_VSA7', 'SMR_VSA8', 'SMR_VSA9', 'SlogP_VSA1', 'SlogP_VSA10', 'SlogP_VSA12', 'SlogP_VSA3', 'SlogP_VSA4', 'SlogP_VSA7', 'SlogP_VSA8', 'SlogP_VSA9', 'EState_VSA11', 'EState_VSA2', 'EState_VSA3', 'EState_VSA4', 'EState_VSA5', 'EState_VSA6', 'EState_VSA7', 'EState_VSA8', 'EState_VSA9', 'VSA_EState1', 'VSA_EState2', 'VSA_EState4', 'VSA_EState5', 'VSA_EState7', 'VSA_EState8', 'VSA_EState9', 'NumAliphaticHeterocycles', 'NumAmideBonds', 'NumAromaticHeterocycles', 'NumBridgeheadAtoms', 'NumHeterocycles', 'NumSpiroAtoms', 'NumUnspecifiedAtomStereoCenters', 'MolLogP', 'fr_Al_COO', 'fr_ArN', 'fr_Ar_COO', 'fr_Ar_NH', 'fr_Ar_OH', 'fr_C_O', 'fr_C_S', 'fr_HOCCN', 'fr_Imine', 'fr_NH1', 'fr_NH2', 'fr_N_O', 'fr_Ndealkylation1', 'fr_Ndealkylation2', 'fr_SH', 'fr_aldehyde', 'fr_alkyl_carbamate', 'fr_alkyl_halide', 'fr_allylic_oxid', 'fr_amidine', 'fr_aniline', 'fr_aryl_methyl', 'fr_azide', 'fr_azo', 'fr_barbitur', 'fr_benzodiazepine', 'fr_bicyclic', 'fr_diazo', 'fr_dihydropyridine', 'fr_epoxide', 'fr_ester', 'fr_furan', 'fr_halogen', 'fr_hdrzine', 'fr_hdrzone', 'fr_imidazole', 'fr_isocyan', 'fr_isothiocyan', 'fr_ketone', 'fr_ketone_Topliss', 'fr_lactam', 'fr_lactone', 'fr_methoxy', 'fr_morpholine', 'fr_nitro', 'fr_nitroso', 'fr_oxazole', 'fr_oxime', 'fr_para_hydroxylation', 'fr_phos_acid', 'fr_phos_ester', 'fr_piperdine', 'fr_piperzine', 'fr_priamide', 'fr_prisulfonamd', 'fr_pyridine', 'fr_quatN', 'fr_sulfide', 'fr_sulfonamd', 'fr_sulfone', 'fr_term_acetylene', 'fr_tetrazole', 'fr_thiazole', 'fr_thiocyan', 'fr_thiophene', 'fr_unbrch_alkane', 'fr_urea']"
-0.187,0.9542234723771911,0.659,126,"['SMR_VSA3', 'VSA_EState2', 'SlogP_VSA8', 'HallKierAlpha', 'VSA_EState4', 'SMR_VSA9', 'PEOE_VSA8', 'MaxAbsEStateIndex', 'BCUT2D_MRHI', 'BCUT2D_CHGLO', 'Ipc', 'VSA_EState1', 'fr_NH2', 'SlogP_VSA1', 'PEOE_VSA2', 'BalabanJ', 'SMR_VSA6', 'AvgIpc', 'BCUT2D_MRLOW', 'SMR_VSA10', 'MolWt', 'BCUT2D_LOGPHI', 'PEOE_VSA7', 'SPS', 'VSA_EState9', 'PEOE_VSA13', 'SMR_VSA7', 'MolLogP', 'fr_methoxy', 'EState_VSA4', 'BCUT2D_CHGHI', 'VSA_EState7', 'fr_pyridine', 'MinEStateIndex', 'MinAbsEStateIndex', 'PEOE_VSA3', 'VSA_EState5', 'qed', 'MinPartialCharge', 'EState_VSA3', 'BCUT2D_LOGPLOW', 'BCUT2D_MWHI', 'NumAmideBonds', 'PEOE_VSA12', 'EState_VSA7', 'EState_VSA8', 'MaxPartialCharge', 'fr_bicyclic', 'PEOE_VSA6', 'SlogP_VSA10', 'VSA_EState8', 'EState_VSA2', 'FpDensityMorgan1', 'PEOE_VSA10', 'EState_VSA5', 'PEOE_VSA1', 'PEOE_VSA9', 'PEOE_VSA11', 'EState_VSA6', 'SlogP_VSA4', 'SlogP_VSA3', 'SMR_VSA2', 'NumAromaticHeterocycles', 'EState_VSA9', 'NumHeterocycles', 'fr_NH1', 'fr_allylic_oxid', 'fr_halogen', 'NumAliphaticHeterocycles', 'fr_aniline', 'fr_hdrzone', 'fr_C_O', 'PEOE_VSA4', 'fr_Ar_OH', 'NumUnspecifiedAtomStereoCenters', 'fr_para_hydroxylation', 'fr_aryl_methyl', 'fr_piperdine', 'EState_VSA11', 'fr_Ndealkylation1', 'SlogP_VSA12', 'PEOE_VSA5', 'PEOE_VSA14', 'fr_urea', 'fr_ketone_Topliss', 'fr_Ndealkylation2', 'fr_ester', 'fr_sulfonamd', 'fr_nitro', 'fr_ketone', 'fr_morpholine', 'fr_HOCCN', 'fr_thiazole', 'SlogP_VSA7', 'fr_Ar_NH', 'fr_lactone', 'fr_thiophene', 'fr_unbrch_alkane', 'fr_furan', 'fr_piperzine', 'fr_ArN', 'fr_alkyl_halide', 'fr_imidazole', 'fr_Al_COO', 'fr_nitroso', 'NumBridgeheadAtoms', 'fr_barbitur', 'fr_dihydropyridine', 'NumSpiroAtoms', 'fr_N_O', 'fr_sulfide', 'fr_term_acetylene', 'NumRadicalElectrons', 'fr_Ar_COO', 'SlogP_VSA9', 'SMR_VSA8', 'fr_benzodiazepine', 'fr_Imine', 'fr_SH', 'fr_alkyl_carbamate', 'fr_C_S', 'fr_azide', 'fr_amidine', 'fr_azo', 'fr_aldehyde', 'fr_hdrzine']"
-0.189,0.9537759075579594,0.655,113,"['VSA_EState2', 'HallKierAlpha', 'SMR_VSA3', 'SlogP_VSA8', 'SlogP_VSA1', 'PEOE_VSA8', 'VSA_EState4', 'SMR_VSA10', 'AvgIpc', 'MaxAbsEStateIndex', 'PEOE_VSA2', 'SMR_VSA9', 'BCUT2D_CHGLO', 'MolWt', 'fr_NH2', 'Ipc', 'VSA_EState1', 'BalabanJ', 'BCUT2D_MRHI', 'SMR_VSA6', 'BCUT2D_MRLOW', 'SPS', 'VSA_EState9', 'BCUT2D_LOGPHI', 'SMR_VSA7', 'PEOE_VSA7', 'qed', 'PEOE_VSA3', 'PEOE_VSA13', 'MinAbsEStateIndex', 'MolLogP', 'BCUT2D_CHGHI', 'BCUT2D_LOGPLOW', 'MinEStateIndex', 'BCUT2D_MWHI', 'EState_VSA4', 'fr_pyridine', 'EState_VSA3', 'VSA_EState5', 'PEOE_VSA1', 'VSA_EState7', 'fr_methoxy', 'VSA_EState8', 'MaxPartialCharge', 'EState_VSA7', 'fr_bicyclic', 'NumAmideBonds', 'FpDensityMorgan1', 'NumHeterocycles', 'SlogP_VSA10', 'MinPartialCharge', 'PEOE_VSA12', 'PEOE_VSA6', 'EState_VSA2', 'EState_VSA5', 'EState_VSA8', 'PEOE_VSA9', 'PEOE_VSA10', 'SMR_VSA2', 'SlogP_VSA3', 'EState_VSA6', 'EState_VSA9', 'PEOE_VSA11', 'fr_allylic_oxid', 'NumAromaticHeterocycles', 'SlogP_VSA4', 'fr_hdrzone', 'fr_NH1', 'fr_halogen', 'fr_C_O', 'NumUnspecifiedAtomStereoCenters', 'fr_Ar_OH', 'fr_aryl_methyl', 'PEOE_VSA4', 'fr_Ndealkylation1', 'fr_aniline', 'PEOE_VSA14', 'PEOE_VSA5', 'NumAliphaticHeterocycles', 'fr_piperdine', 'EState_VSA11', 'fr_ester', 'fr_Ndealkylation2', 'fr_ketone_Topliss', 'fr_HOCCN', 'SlogP_VSA12', 'fr_urea', 'fr_sulfonamd', 'fr_para_hydroxylation', 'fr_nitro', 'fr_morpholine', 'fr_ketone', 'fr_thiazole', 'fr_alkyl_halide', 'SlogP_VSA7', 'fr_Ar_NH', 'fr_thiophene', 'fr_lactone', 'fr_furan', 'fr_piperzine', 'fr_ArN', 'fr_nitroso', 'fr_imidazole', 'fr_unbrch_alkane', 'NumBridgeheadAtoms', 'fr_barbitur', 'fr_Al_COO', 'NumSpiroAtoms', 'fr_sulfide', 'fr_N_O', 'fr_term_acetylene', 'fr_dihydropyridine', 'NumRadicalElectrons']"
-0.19,0.9525074120849565,0.646,101,"['HallKierAlpha', 'VSA_EState2', 'SMR_VSA3', 'SlogP_VSA8', 'PEOE_VSA8', 'VSA_EState4', 'SMR_VSA9', 'BCUT2D_MRHI', 'AvgIpc', 'SlogP_VSA1', 'PEOE_VSA2', 'fr_NH2', 'MaxAbsEStateIndex', 'VSA_EState1', 'BCUT2D_CHGLO', 'SMR_VSA6', 'BCUT2D_MRLOW', 'SMR_VSA10', 'MolWt', 'Ipc', 'VSA_EState9', 'EState_VSA3', 'fr_pyridine', 'SPS', 'BalabanJ', 'BCUT2D_LOGPHI', 'PEOE_VSA7', 'PEOE_VSA3', 'MolLogP', 'MinAbsEStateIndex', 'EState_VSA4', 'PEOE_VSA13', 'MinEStateIndex', 'BCUT2D_CHGHI', 'qed', 'VSA_EState7', 'SMR_VSA7', 'VSA_EState5', 'BCUT2D_LOGPLOW', 'MaxPartialCharge', 'FpDensityMorgan1', 'BCUT2D_MWHI', 'fr_methoxy', 'NumAmideBonds', 'EState_VSA7', 'MinPartialCharge', 'SlogP_VSA10', 'PEOE_VSA1', 'VSA_EState8', 'PEOE_VSA12', 'PEOE_VSA6', 'EState_VSA8', 'EState_VSA2', 'PEOE_VSA10', 'PEOE_VSA9', 'fr_bicyclic', 'SlogP_VSA3', 'NumHeterocycles', 'NumAromaticHeterocycles', 'EState_VSA5', 'EState_VSA6', 'EState_VSA9', 'PEOE_VSA11', 'SlogP_VSA4', 'fr_NH1', 'SMR_VSA2', 'PEOE_VSA4', 'fr_allylic_oxid', 'fr_halogen', 'fr_C_O', 'fr_hdrzone', 'EState_VSA11', 'PEOE_VSA5', 'fr_aniline', 'fr_aryl_methyl', 'fr_Ar_OH', 'NumAliphaticHeterocycles', 'PEOE_VSA14', 'NumUnspecifiedAtomStereoCenters', 'fr_sulfonamd', 'fr_Ndealkylation1', 'fr_Ndealkylation2', 'fr_ketone_Topliss', 'fr_piperdine', 'fr_para_hydroxylation', 'fr_nitro', 'fr_HOCCN', 'SlogP_VSA12', 'fr_ester', 'fr_urea', 'fr_ketone', 'fr_morpholine', 'fr_thiophene', 'fr_imidazole', 'fr_unbrch_alkane', 'fr_Ar_NH', 'fr_ArN', 'fr_alkyl_halide', 'fr_furan', 'SlogP_VSA7', 'fr_piperzine']"
-0.189,0.9530274459967918,0.65,90,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'PEOE_VSA8', 'SlogP_VSA1', 'fr_NH2', 'SMR_VSA6', 'SMR_VSA9', 'BCUT2D_CHGLO', 'PEOE_VSA2', 'Ipc', 'MolWt', 'BCUT2D_MRHI', 'SMR_VSA10', 'VSA_EState1', 'AvgIpc', 'MaxAbsEStateIndex', 'BalabanJ', 'BCUT2D_LOGPHI', 'BCUT2D_MRLOW', 'PEOE_VSA7', 'fr_pyridine', 'PEOE_VSA3', 'qed', 'SPS', 'VSA_EState9', 'EState_VSA3', 'SMR_VSA7', 'VSA_EState5', 'PEOE_VSA13', 'MinAbsEStateIndex', 'VSA_EState7', 'fr_methoxy', 'MolLogP', 'BCUT2D_LOGPLOW', 'MinEStateIndex', 'EState_VSA4', 'BCUT2D_CHGHI', 'MaxPartialCharge', 'BCUT2D_MWHI', 'EState_VSA7', 'SlogP_VSA10', 'VSA_EState8', 'MinPartialCharge', 'EState_VSA2', 'EState_VSA5', 'PEOE_VSA1', 'NumAmideBonds', 'FpDensityMorgan1', 'PEOE_VSA9', 'PEOE_VSA6', 'SlogP_VSA3', 'PEOE_VSA10', 'EState_VSA8', 'EState_VSA9', 'PEOE_VSA12', 'EState_VSA6', 'NumHeterocycles', 'NumAromaticHeterocycles', 'SMR_VSA2', 'fr_NH1', 'fr_bicyclic', 'SlogP_VSA4', 'PEOE_VSA11', 'fr_allylic_oxid', 'fr_hdrzone', 'fr_Ar_OH', 'fr_C_O', 'fr_Ndealkylation1', 'fr_halogen', 'PEOE_VSA4', 'NumAliphaticHeterocycles', 'fr_aryl_methyl', 'NumUnspecifiedAtomStereoCenters', 'fr_aniline', 'EState_VSA11', 'PEOE_VSA14', 'PEOE_VSA5', 'fr_piperdine', 'fr_HOCCN', 'fr_Ndealkylation2', 'SlogP_VSA12', 'fr_ester', 'fr_para_hydroxylation', 'fr_ketone_Topliss', 'fr_urea', 'fr_ketone', 'fr_nitro']"
-0.189,0.952866437953479,0.649,81,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'SMR_VSA3', 'PEOE_VSA8', 'VSA_EState4', 'SMR_VSA9', 'SlogP_VSA1', 'MaxAbsEStateIndex', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'SMR_VSA10', 'AvgIpc', 'Ipc', 'BCUT2D_CHGLO', 'VSA_EState1', 'SPS', 'MolWt', 'PEOE_VSA2', 'fr_pyridine', 'fr_NH2', 'BCUT2D_LOGPHI', 'SMR_VSA6', 'PEOE_VSA7', 'BalabanJ', 'qed', 'PEOE_VSA3', 'VSA_EState9', 'SMR_VSA7', 'EState_VSA3', 'PEOE_VSA13', 'EState_VSA4', 'MinAbsEStateIndex', 'BCUT2D_CHGHI', 'fr_methoxy', 'MinEStateIndex', 'MolLogP', 'VSA_EState5', 'BCUT2D_LOGPLOW', 'VSA_EState7', 'BCUT2D_MWHI', 'NumAmideBonds', 'MinPartialCharge', 'MaxPartialCharge', 'FpDensityMorgan1', 'VSA_EState8', 'EState_VSA7', 'EState_VSA2', 'SMR_VSA2', 'EState_VSA5', 'PEOE_VSA6', 'PEOE_VSA1', 'PEOE_VSA9', 'PEOE_VSA10', 'EState_VSA8', 'fr_bicyclic', 'SlogP_VSA10', 'PEOE_VSA12', 'EState_VSA6', 'SlogP_VSA3', 'SlogP_VSA4', 'NumHeterocycles', 'EState_VSA9', 'NumAromaticHeterocycles', 'fr_NH1', 'PEOE_VSA11', 'fr_allylic_oxid', 'fr_halogen', 'PEOE_VSA4', 'fr_aryl_methyl', 'fr_Ndealkylation1', 'fr_C_O', 'fr_hdrzone', 'NumAliphaticHeterocycles', 'fr_aniline', 'PEOE_VSA5', 'PEOE_VSA14', 'fr_piperdine', 'fr_ketone_Topliss', 'NumUnspecifiedAtomStereoCenters', 'fr_Ar_OH']"
-0.186,0.9535806049088904,0.654,72,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'PEOE_VSA8', 'SMR_VSA9', 'SlogP_VSA1', 'MolWt', 'PEOE_VSA2', 'BCUT2D_MRHI', 'fr_NH2', 'AvgIpc', 'Ipc', 'MaxAbsEStateIndex', 'SMR_VSA6', 'BCUT2D_MRLOW', 'VSA_EState9', 'BalabanJ', 'SMR_VSA10', 'VSA_EState1', 'BCUT2D_LOGPHI', 'PEOE_VSA3', 'BCUT2D_CHGLO', 'VSA_EState5', 'PEOE_VSA7', 'SPS', 'MinEStateIndex', 'fr_pyridine', 'qed', 'PEOE_VSA13', 'SMR_VSA7', 'BCUT2D_LOGPLOW', 'MolLogP', 'EState_VSA3', 'EState_VSA4', 'MinAbsEStateIndex', 'NumAmideBonds', 'MinPartialCharge', 'BCUT2D_CHGHI', 'BCUT2D_MWHI', 'fr_methoxy', 'VSA_EState7', 'EState_VSA7', 'PEOE_VSA9', 'VSA_EState8', 'MaxPartialCharge', 'FpDensityMorgan1', 'PEOE_VSA1', 'EState_VSA2', 'PEOE_VSA10', 'EState_VSA8', 'fr_bicyclic', 'SlogP_VSA10', 'EState_VSA5', 'PEOE_VSA6', 'SlogP_VSA3', 'EState_VSA6', 'PEOE_VSA12', 'fr_NH1', 'NumAromaticHeterocycles', 'NumHeterocycles', 'SMR_VSA2', 'PEOE_VSA11', 'fr_allylic_oxid', 'EState_VSA9', 'SlogP_VSA4', 'fr_halogen', 'fr_C_O', 'fr_aryl_methyl', 'fr_Ndealkylation1', 'fr_Ar_OH']"
-0.188,0.9529643316066339,0.649,64,"['VSA_EState2', 'HallKierAlpha', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'SMR_VSA9', 'SlogP_VSA1', 'fr_NH2', 'PEOE_VSA8', 'BCUT2D_MRHI', 'AvgIpc', 'MaxAbsEStateIndex', 'Ipc', 'SMR_VSA10', 'VSA_EState1', 'MolWt', 'BCUT2D_CHGLO', 'PEOE_VSA2', 'BalabanJ', 'BCUT2D_MRLOW', 'VSA_EState9', 'SMR_VSA6', 'SPS', 'fr_pyridine', 'MinAbsEStateIndex', 'EState_VSA3', 'qed', 'PEOE_VSA3', 'PEOE_VSA7', 'BCUT2D_LOGPHI', 'SMR_VSA7', 'MolLogP', 'PEOE_VSA13', 'VSA_EState5', 'BCUT2D_CHGHI', 'EState_VSA4', 'MinEStateIndex', 'BCUT2D_MWHI', 'BCUT2D_LOGPLOW', 'MaxPartialCharge', 'VSA_EState7', 'NumAmideBonds', 'MinPartialCharge', 'FpDensityMorgan1', 'EState_VSA2', 'fr_methoxy', 'PEOE_VSA9', 'EState_VSA7', 'PEOE_VSA10', 'PEOE_VSA1', 'SlogP_VSA10', 'VSA_EState8', 'PEOE_VSA6', 'EState_VSA8', 'SMR_VSA2', 'EState_VSA5', 'EState_VSA6', 'SlogP_VSA3', 'EState_VSA9', 'NumHeterocycles', 'fr_bicyclic', 'PEOE_VSA12', 'NumAromaticHeterocycles', 'SlogP_VSA4']"
-0.19,0.952777203218495,0.647,57,"['HallKierAlpha', 'VSA_EState2', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'SlogP_VSA1', 'PEOE_VSA8', 'fr_NH2', 'SMR_VSA9', 'AvgIpc', 'BCUT2D_MRHI', 'MaxAbsEStateIndex', 'Ipc', 'SMR_VSA6', 'MolWt', 'PEOE_VSA2', 'BCUT2D_CHGLO', 'SMR_VSA10', 'VSA_EState1', 'BCUT2D_MRLOW', 'BCUT2D_LOGPHI', 'VSA_EState9', 'fr_pyridine', 'SPS', 'BalabanJ', 'PEOE_VSA3', 'VSA_EState5', 'PEOE_VSA7', 'qed', 'MinEStateIndex', 'BCUT2D_CHGHI', 'PEOE_VSA13', 'BCUT2D_LOGPLOW', 'MolLogP', 'MinAbsEStateIndex', 'SMR_VSA7', 'EState_VSA3', 'EState_VSA4', 'MinPartialCharge', 'BCUT2D_MWHI', 'VSA_EState7', 'MaxPartialCharge', 'EState_VSA2', 'fr_methoxy', 'VSA_EState8', 'EState_VSA7', 'FpDensityMorgan1', 'PEOE_VSA6', 'NumAmideBonds', 'PEOE_VSA9', 'PEOE_VSA12', 'EState_VSA5', 'fr_bicyclic', 'EState_VSA8', 'PEOE_VSA1', 'NumHeterocycles', 'EState_VSA6']"
-0.187,0.9529521911905673,0.649,51,"['HallKierAlpha', 'VSA_EState2', 'SMR_VSA3', 'SlogP_VSA8', 'VSA_EState4', 'PEOE_VSA8', 'fr_NH2', 'AvgIpc', 'BCUT2D_MRHI', 'MaxAbsEStateIndex', 'SlogP_VSA1', 'SMR_VSA9', 'SMR_VSA10', 'MolWt', 'BCUT2D_MRLOW', 'Ipc', 'VSA_EState1', 'BCUT2D_CHGLO', 'fr_pyridine', 'BalabanJ', 'BCUT2D_LOGPHI', 'PEOE_VSA7', 'PEOE_VSA2', 'SMR_VSA6', 'VSA_EState9', 'SPS', 'PEOE_VSA3', 'EState_VSA3', 'PEOE_VSA13', 'VSA_EState5', 'BCUT2D_CHGHI', 'SMR_VSA7', 'MinAbsEStateIndex', 'qed', 'BCUT2D_LOGPLOW', 'MolLogP', 'BCUT2D_MWHI', 'MinEStateIndex', 'VSA_EState7', 'NumAmideBonds', 'EState_VSA4', 'MinPartialCharge', 'VSA_EState8', 'fr_methoxy', 'PEOE_VSA1', 'EState_VSA2', 'MaxPartialCharge', 'FpDensityMorgan1', 'EState_VSA7', 'PEOE_VSA9', 'EState_VSA5']"
