mse_treening,mse_test,oob,r2_treening,r2_test,tunnused
0.02629404361607142,0.14968688510101008,0.6303910280319037,0.9476285756617706,0.7236667032814714,"['HallKierAlpha', 'VSA_EState2', 'AvgIpc', 'TPSA', 'SMR_VSA3', 'SlogP_VSA8', 'SPS']"
