mse,r2,oob,tunnuste_arv,tunnused
-0.188,0.953218040186977,0.651,52,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'SlogP_VSA1', 'PEOE_VSA8', 'BertzCT', 'AvgIpc', 'fr_NH2', 'BCUT2D_MRHI', 'SMR_VSA9', 'SMR_VSA10', 'PEOE_VSA2', 'SlogP_VSA11', 'MaxAbsEStateIndex', 'BalabanJ', 'BCUT2D_CHGLO', 'Ipc', 'VSA_EState1', 'BCUT2D_MRLOW', 'NumAromaticCarbocycles', 'NumAromaticRings', 'VSA_EState9', 'BCUT2D_MWLOW', 'PEOE_VSA7', 'MolWt', 'SMR_VSA6', 'qed', 'BCUT2D_LOGPHI', 'PEOE_VSA13', 'SPS', 'PEOE_VSA3', 'SMR_VSA7', 'VSA_EState5', 'MinAbsEStateIndex', 'FpDensityMorgan2', 'BCUT2D_LOGPLOW', 'VSA_EState3', 'MaxPartialCharge', 'fr_pyridine', 'fr_methoxy', 'BCUT2D_CHGHI', 'VSA_EState7', 'MinEStateIndex', 'EState_VSA3', 'MolLogP', 'EState_VSA4', 'BCUT2D_MWHI', 'FractionCSP3', 'SMR_VSA1']"
-0.184,0.9531707103166657,0.651,46,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SMR_VSA3', 'SlogP_VSA8', 'VSA_EState4', 'AvgIpc', 'BertzCT', 'SlogP_VSA1', 'PEOE_VSA8', 'BalabanJ', 'BCUT2D_MRHI', 'PEOE_VSA2', 'NumAromaticRings', 'Ipc', 'BCUT2D_CHGLO', 'BCUT2D_MRLOW', 'MaxAbsEStateIndex', 'SlogP_VSA11', 'SMR_VSA9', 'SMR_VSA10', 'fr_NH2', 'VSA_EState9', 'BCUT2D_MWLOW', 'MolWt', 'VSA_EState1', 'BCUT2D_LOGPHI', 'SMR_VSA6', 'PEOE_VSA7', 'PEOE_VSA3', 'NumAromaticCarbocycles', 'qed', 'SPS', 'VSA_EState5', 'PEOE_VSA13', 'MinAbsEStateIndex', 'FractionCSP3', 'VSA_EState3', 'fr_pyridine', 'SMR_VSA7', 'MinEStateIndex', 'MolLogP', 'FpDensityMorgan2', 'VSA_EState7', 'BCUT2D_LOGPLOW', 'BCUT2D_CHGHI']"
-0.187,0.9529982577567531,0.649,41,"['HallKierAlpha', 'TPSA', 'VSA_EState2', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'BertzCT', 'PEOE_VSA8', 'AvgIpc', 'PEOE_VSA2', 'SMR_VSA9', 'BCUT2D_MRHI', 'SMR_VSA10', 'SlogP_VSA11', 'MaxAbsEStateIndex', 'SlogP_VSA1', 'BCUT2D_MRLOW', 'VSA_EState9', 'Ipc', 'VSA_EState1', 'fr_NH2', 'BCUT2D_CHGLO', 'BalabanJ', 'SMR_VSA6', 'SPS', 'VSA_EState5', 'BCUT2D_MWLOW', 'MolWt', 'PEOE_VSA7', 'VSA_EState3', 'NumAromaticRings', 'qed', 'MolLogP', 'BCUT2D_LOGPHI', 'FpDensityMorgan2', 'VSA_EState7', 'BCUT2D_CHGHI', 'SMR_VSA7', 'FractionCSP3', 'PEOE_VSA3', 'MinEStateIndex']"
-0.185,0.9536178316590705,0.654,36,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'SlogP_VSA1', 'AvgIpc', 'VSA_EState4', 'PEOE_VSA8', 'NumAromaticRings', 'SMR_VSA9', 'BertzCT', 'BCUT2D_MRHI', 'SMR_VSA10', 'MaxAbsEStateIndex', 'VSA_EState1', 'BalabanJ', 'MolWt', 'PEOE_VSA2', 'VSA_EState9', 'SMR_VSA6', 'fr_NH2', 'BCUT2D_MRLOW', 'BCUT2D_LOGPHI', 'Ipc', 'SPS', 'VSA_EState5', 'qed', 'PEOE_VSA7', 'MolLogP', 'BCUT2D_CHGLO', 'PEOE_VSA3', 'BCUT2D_MWLOW', 'SlogP_VSA11', 'VSA_EState3', 'SMR_VSA7']"
-0.184,0.9542016679215518,0.659,32,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'AvgIpc', 'PEOE_VSA8', 'BertzCT', 'SlogP_VSA1', 'SMR_VSA10', 'VSA_EState1', 'BCUT2D_MRHI', 'NumAromaticRings', 'BCUT2D_MRLOW', 'fr_NH2', 'PEOE_VSA2', 'Ipc', 'BCUT2D_CHGLO', 'BCUT2D_LOGPHI', 'SMR_VSA9', 'BalabanJ', 'MaxAbsEStateIndex', 'SMR_VSA6', 'SPS', 'VSA_EState9', 'BCUT2D_MWLOW', 'MolWt', 'MolLogP', 'PEOE_VSA3', 'VSA_EState5', 'PEOE_VSA7']"
-0.185,0.9546947794338234,0.662,28,"['HallKierAlpha', 'TPSA', 'VSA_EState2', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'AvgIpc', 'BertzCT', 'PEOE_VSA8', 'SlogP_VSA1', 'SMR_VSA9', 'BalabanJ', 'NumAromaticRings', 'BCUT2D_MRHI', 'SMR_VSA10', 'BCUT2D_MRLOW', 'BCUT2D_CHGLO', 'VSA_EState1', 'PEOE_VSA7', 'Ipc', 'PEOE_VSA2', 'fr_NH2', 'VSA_EState9', 'MaxAbsEStateIndex', 'BCUT2D_LOGPHI', 'BCUT2D_MWLOW', 'SMR_VSA6', 'MolWt']"
-0.186,0.9534269195963269,0.653,25,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'AvgIpc', 'BertzCT', 'SlogP_VSA1', 'BCUT2D_MRHI', 'MaxAbsEStateIndex', 'BCUT2D_LOGPHI', 'NumAromaticRings', 'SMR_VSA10', 'VSA_EState1', 'VSA_EState9', 'PEOE_VSA8', 'Ipc', 'BCUT2D_CHGLO', 'SMR_VSA9', 'BCUT2D_MWLOW', 'BCUT2D_MRLOW', 'BalabanJ', 'PEOE_VSA2', 'MolWt']"
-0.184,0.9547403552014325,0.663,22,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'AvgIpc', 'BertzCT', 'SlogP_VSA1', 'PEOE_VSA8', 'SMR_VSA10', 'VSA_EState1', 'BCUT2D_MRHI', 'VSA_EState9', 'SMR_VSA9', 'BCUT2D_MWLOW', 'BalabanJ', 'BCUT2D_MRLOW', 'MaxAbsEStateIndex', 'Ipc', 'BCUT2D_CHGLO', 'BCUT2D_LOGPHI']"
-0.188,0.9531909983272527,0.652,19,"['VSA_EState2', 'HallKierAlpha', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'BertzCT', 'AvgIpc', 'PEOE_VSA8', 'SMR_VSA10', 'SMR_VSA9', 'MaxAbsEStateIndex', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'SlogP_VSA1', 'Ipc', 'VSA_EState1', 'BalabanJ', 'VSA_EState9']"
-0.186,0.9538747984871527,0.657,17,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'VSA_EState4', 'SlogP_VSA8', 'SMR_VSA3', 'BertzCT', 'AvgIpc', 'PEOE_VSA8', 'VSA_EState1', 'BCUT2D_MRHI', 'Ipc', 'SlogP_VSA1', 'VSA_EState9', 'SMR_VSA10', 'BCUT2D_MRLOW', 'SMR_VSA9']"
-0.184,0.9534605768101551,0.655,15,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'SMR_VSA3', 'VSA_EState4', 'AvgIpc', 'BertzCT', 'PEOE_VSA8', 'SlogP_VSA1', 'VSA_EState1', 'BCUT2D_MRHI', 'BCUT2D_MRLOW', 'VSA_EState9', 'Ipc']"
-0.193,0.9524411966279241,0.647,13,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'BertzCT', 'PEOE_VSA8', 'AvgIpc', 'Ipc', 'SlogP_VSA1', 'BCUT2D_MRHI', 'VSA_EState1']"
-0.19,0.9529056146313211,0.651,11,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'AvgIpc', 'BertzCT', 'PEOE_VSA8', 'BCUT2D_MRHI', 'Ipc']"
-0.188,0.9535020094396435,0.655,9,"['VSA_EState2', 'TPSA', 'HallKierAlpha', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'BertzCT', 'AvgIpc', 'PEOE_VSA8']"
-0.182,0.9540819065486627,0.659,8,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'VSA_EState4', 'SlogP_VSA8', 'SMR_VSA3', 'BertzCT', 'AvgIpc']"
-0.19,0.9526058144160061,0.648,7,"['VSA_EState2', 'HallKierAlpha', 'TPSA', 'SlogP_VSA8', 'VSA_EState4', 'SMR_VSA3', 'BertzCT']"
-0.188,0.9515351762000257,0.639,6,"['VSA_EState2', 'HallKierAlpha', 'TPSA', 'BertzCT', 'VSA_EState4', 'SlogP_VSA8']"
-0.188,0.9509230961099062,0.638,5,"['HallKierAlpha', 'VSA_EState2', 'TPSA', 'BertzCT', 'SlogP_VSA8']"
-0.216,0.944601101231024,0.591,4,"['VSA_EState2', 'HallKierAlpha', 'TPSA', 'BertzCT']"
-0.209,0.9410964527767643,0.59,3,"['HallKierAlpha', 'VSA_EState2', 'TPSA']"
-0.235,0.9353265589633453,0.545,2,"['VSA_EState2', 'HallKierAlpha']"
